,State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,,,
,Uttar Pradesh,"National Captl Reg IMS, Meerut",PATHOLOGY,UP Priv-Open Quota,"?12,02,199*","?56,100",0,?0,680,,,
,Uttar Pradesh,"United InstofMed Sci,Allahabad",PATHOLOGY,UP Priv-Open Quota,"?11,96,543*",Info not available,0,?0,Info Not Available,,,
,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",PATHOLOGY,UP Priv-Open Quota,"?11,96,543*","?15,000*",0,?0,700,,,
,Uttar Pradesh,"Venkateshwara IMS, Gajraula",PATHOLOGY,UP Priv-Open Quota,"?12,02,199*","?36,000",0,?0,750,,,
,Uttar Pradesh,"Hind IMS, Barabanki",PATHOLOGY,UP Priv-Open Quota,"?6,00,000*","?35,000",1*,?0*,580,,,
,Uttar Pradesh,"KD Med Coll, Mathura",PATHOLOGY,UP Priv-Open Quota,"?8,00,000*","?32,000",0,?0,720,,,
,Uttar Pradesh,"TS Misra Med Coll, Lucknow",PATHOLOGY,UP Priv-Open Quota,"?2,00,000*","?30,000",0,?0,735,,,
,Uttar Pradesh,"Rajshree MRI, Bareilly",PATHOLOGY,UP Priv-Open Quota,"?8,00,000*","?32,000",1*,?0*,740,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",PATHOLOGY,UP Priv-Open Quota,"?9,00,000*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",PATHOLOGY,UP Priv-Open Quota,"?10,80,000*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"FH Med Coll, Agra",PATHOLOGY,UP Priv-Open Quota,"?12,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",PATHOLOGY,UP Priv-Open Quota,"?10,90,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",PATHOLOGY,UP Priv-Open Quota,"?8,00,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",PATHOLOGY,UP Priv-Open Quota,"?11,70,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,Noida International Inst of MS,PATHOLOGY,UP Priv-Open Quota,"?12,18,877*","?30,000",0,?0,Info Not Available,,,
,Uttar Pradesh,"Mayo IMS, Barabanki",PATHOLOGY,UP Priv-Open Quota,"?10,93,571*","?14,000*",0*,?0*,736,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",PATHOLOGY,UP Priv-Open Quota,"?11,00,000*","?24,000*",1,"?2,50,000",720,,,
,Uttar Pradesh,"Heritage IMS, Varanasi",PATHOLOGY,UP Priv-Open Quota,"?11,37,509*","?21,000",0,?0,735,,,
,Uttar Pradesh,"Hind IMS, Sitapur",PATHOLOGY,UP Priv-Open Quota,"?5,00,000*","?30,000",1*,?0*,700,,,
,Uttar Pradesh,"IIMSR, Lucknow",PATHOLOGY,UP Priv-Open Quota,"?12,00,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"FH Med Coll, Agra",PATHOLOGY,UP Priv-Min. Quota,"?12,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",PATHOLOGY,UP Priv-Min. Quota,"?10,90,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",PATHOLOGY,UP Priv-Min. Quota,"?8,00,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",PATHOLOGY,UP Priv-Min. Quota,"?11,70,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",PATHOLOGY,UP Priv-Min. Quota,"?10,80,000*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"IIMSR, Lucknow",PATHOLOGY,UP Priv-Min. Quota,"?12,00,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"LLRM Med Coll, Meerut",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1090,,,
,Uttar Pradesh,"Govt Med Coll, Azamgarh",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",550,,,
,Uttar Pradesh,"MLB Med Coll, Jhansi",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",700,,,
,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"Govt Med Coll, Kannauj",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",470,,,
,Uttar Pradesh,"KGMU, Lucknow",PHARMACOLOGY,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"GSVM Med Coll, Kanpur",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",2083,,,
,Uttar Pradesh,"BRD Med Coll, Gorakhpur",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1050,,,
,Uttar Pradesh,"Dr RML IMS, Lucknow",PHARMACOLOGY,UP-Govt Quota,"?37,500*","?1,08,672",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"S N Med Coll, Agra",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"UP Univ of Med Sci, Etawah",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1268,,,
,Uttar Pradesh,"Auton. State Med Coll, Ayodhya",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",460,,,
,Uttar Pradesh,"Govt IMS, Kasna",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",430,,,
,Uttar Pradesh,"Govt Med Coll, Firozobad",PHARMACOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",517,,,
,Uttar Pradesh,"SMSR, Greater Noida",PHARMACOLOGY,UP Priv-Open Quota,"?9,77,116*","?32,000",0,?0,1200,,,
,Uttar Pradesh,"Saraswati IMS, Hapur",PHARMACOLOGY,UP Priv-Open Quota,"?10,000*","?25,000*",0,?0,851,,,
,Uttar Pradesh,"Hind IMS, Barabanki",PHARMACOLOGY,UP Priv-Open Quota,?0*,"?35,000",1*,?0*,580,,,
,Uttar Pradesh,Muzaffarnagar Medical College,PHARMACOLOGY,UP Priv-Open Quota,"?8,93,521*","?56,100*",1*,?0*,857,,,
,Uttar Pradesh,"TS Misra Med Coll, Lucknow",PHARMACOLOGY,UP Priv-Open Quota,?0*,"?10,000",0,?0,735,,,
,Uttar Pradesh,"Rajshree MRI, Bareilly",PHARMACOLOGY,UP Priv-Open Quota,"?11,000*","?32,000",1*,?0*,740,,,
,Uttar Pradesh,"Rama Med Coll, Kanpur",PHARMACOLOGY,UP Priv-Open Quota,"?40,000*","?30,000",0,?0,730,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",PHARMACOLOGY,UP Priv-Open Quota,"?36,000*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",PHARMACOLOGY,UP Priv-Open Quota,?0*,"?30,000*",2*,Info not available*,938,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",PHARMACOLOGY,UP Priv-Open Quota,"?6,00,000*",?0*,0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",PHARMACOLOGY,UP Priv-Open Quota,"?1,00,000*",Info not available*,0,?0,600,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",PHARMACOLOGY,UP Priv-Open Quota,"?10,000*",Info not available*,0,?0,1000,,,
,Uttar Pradesh,"Mayo IMS, Barabanki",PHARMACOLOGY,UP Priv-Open Quota,"?5,00,000*","?14,000*",0*,?0*,736,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",PHARMACOLOGY,UP Priv-Open Quota,"?50,000*","?24,000*",0,?0,720,,,
,Uttar Pradesh,"Heritage IMS, Varanasi",PHARMACOLOGY,UP Priv-Open Quota,"?5,00,000*","?21,000",0,?0,735,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",PHARMACOLOGY,UP Priv-Min. Quota,"?6,00,000*",?0*,0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",PHARMACOLOGY,UP Priv-Min. Quota,"?1,00,000*",Info not available*,0,?0,600,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",PHARMACOLOGY,UP Priv-Min. Quota,"?10,000*",Info not available*,0,?0,1000,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",PHARMACOLOGY,UP Priv-Min. Quota,?0*,"?30,000*",2*,Info not available*,938,,,
,Uttar Pradesh,"KGMU, Lucknow",PMR,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"LLRM Med Coll, Meerut",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1090,,,
,Uttar Pradesh,"GSVM Med Coll, Kanpur",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",2083,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Govt Med Coll, Kannauj",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",470,,,
,Uttar Pradesh,"MLB Med Coll, Jhansi",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",700,,,
,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",430,,,
,Uttar Pradesh,"BRD Med Coll, Gorakhpur",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1050,,,
,Uttar Pradesh,"KGMU, Lucknow",PHYSIOLOGY,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"Dr RML IMS, Lucknow",PHYSIOLOGY,UP-Govt Quota,"?37,500*","?1,08,672",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"S N Med Coll, Agra",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"UP Univ of Med Sci, Etawah",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1268,,,
,Uttar Pradesh,"Auton. State Med Coll, Ayodhya",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Govt Med Coll, Bahraich",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"Govt IMS, Kasna",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"Govt Med Coll, Firozobad",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",517,,,
,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",PHYSIOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",460,,,
,Uttar Pradesh,"SMSR, Greater Noida",PHYSIOLOGY,UP Priv-Open Quota,"?9,77,116*","?32,000",0,?0,1200,,,
,Uttar Pradesh,"Hind IMS, Barabanki",PHYSIOLOGY,UP Priv-Open Quota,?0*,"?35,000",1*,?0*,580,,,
,Uttar Pradesh,"Saraswati IMS, Hapur",PHYSIOLOGY,UP Priv-Open Quota,"?10,000*","?25,000*",0,?0,851,,,
,Uttar Pradesh,"Rama Med Coll, Kanpur",PHYSIOLOGY,UP Priv-Open Quota,"?40,000*","?30,000",0,?0,730,,,
,Uttar Pradesh,Muzaffarnagar Medical College,PHYSIOLOGY,UP Priv-Open Quota,"?8,93,521*","?56,100*",1*,?0*,857,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",PHYSIOLOGY,UP Priv-Open Quota,"?36,000*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",PHYSIOLOGY,UP Priv-Open Quota,?0*,"?30,000*",2*,Info not available*,938,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",PHYSIOLOGY,UP Priv-Open Quota,"?1,00,000*",Info not available*,0,?0,600,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",PHYSIOLOGY,UP Priv-Open Quota,"?6,00,000*",?0*,0,?0,850,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",PHYSIOLOGY,UP Priv-Open Quota,"?10,000*",Info not available*,0,?0,1000,,,
,Uttar Pradesh,"United InstofMed Sci,Allahabad",PHYSIOLOGY,UP Priv-Open Quota,"?8,74,840*",Info not available,0,?0,Info Not Available,,,
,Uttar Pradesh,"Mayo IMS, Barabanki",PHYSIOLOGY,UP Priv-Open Quota,"?5,00,000*","?14,000*",0*,?0*,736,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",PHYSIOLOGY,UP Priv-Open Quota,"?50,000*","?24,000*",0,?0,720,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",PHYSIOLOGY,UP Priv-Min. Quota,"?1,00,000*",Info not available*,0,?0,600,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",PHYSIOLOGY,UP Priv-Min. Quota,"?6,00,000*",?0*,0,?0,850,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",PHYSIOLOGY,UP Priv-Min. Quota,"?10,000*",Info not available*,0,?0,1000,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",PHYSIOLOGY,UP Priv-Min. Quota,?0*,"?30,000*",2*,Info not available*,938,,,
,Uttar Pradesh,"S N Med Coll, Agra",PSYCHIATRY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"KGMU, Lucknow",PSYCHIATRY,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"LLRM Med Coll, Meerut",PSYCHIATRY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1090,,,
,Uttar Pradesh,"BRD Med Coll, Gorakhpur",PSYCHIATRY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1050,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",PSYCHIATRY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"IMHH, Agra",PSYCHIATRY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",718,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",PSYCHIATRY,UP Priv-Open Quota,"?23,00,000*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",PSYCHIATRY,UP Priv-Open Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"Varun Arjun, Shahjahanpur",PSYCHIATRY,UP Priv-Open Quota,"?23,38,116*","?24,000*",1,"?5,00,000",770,,,
,Uttar Pradesh,"Rama Med Coll, Kanpur",PSYCHIATRY,UP Priv-Open Quota,"?25,62,430*","?30,000",0,?0,730,,,
,Uttar Pradesh,"KD Med Coll, Mathura",PSYCHIATRY,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,720,,,
,Uttar Pradesh,"Hind IMS, Barabanki",PSYCHIATRY,UP Priv-Open Quota,"?25,24,901*","?35,000",1*,?0*,580,,,
,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",PSYCHIATRY,UP Priv-Open Quota,"?21,63,946*","?15,000*",0,?0,700,,,
,Uttar Pradesh,"Venkateshwara IMS, Gajraula",PSYCHIATRY,UP Priv-Open Quota,"?21,63,946*","?36,000",0,?0,750,,,
,Uttar Pradesh,"Rama Med Coll, Hapur",PSYCHIATRY,UP Priv-Open Quota,"?24,75,612*","?30,000*",Info Not Available,Info not available,1259,,,
,Uttar Pradesh,"GS Med Coll Hosp,Hapur",PSYCHIATRY,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,Info Not Available,,,
,Uttar Pradesh,"Prasad Inst of Med Sci,Lucknow",PSYCHIATRY,UP Priv-Open Quota,"?21,63,946*","?18,000",0,?0,410,,,
,Uttar Pradesh,"Rajshree MRI, Bareilly",PSYCHIATRY,UP Priv-Open Quota,"?24,89,880*","?32,000",1*,?0*,740,,,
,Uttar Pradesh,"Saraswati IMS, Hapur",PSYCHIATRY,UP Priv-Open Quota,"?20,22,143*","?32,000*",0,?0,851,,,
,Uttar Pradesh,Muzaffarnagar Medical College,PSYCHIATRY,UP Priv-Open Quota,"?23,23,197*","?56,100*",1*,?0*,857,,,
,Uttar Pradesh,"SMSR, Greater Noida",PSYCHIATRY,UP Priv-Open Quota,"?25,40,649*","?32,000",0,?0,1200,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",PSYCHIATRY,UP Priv-Open Quota,"?25,10,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",PSYCHIATRY,UP Priv-Open Quota,"?26,90,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",PSYCHIATRY,UP Priv-Open Quota,"?24,00,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",PSYCHIATRY,UP Priv-Open Quota,"?23,40,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"National Captl Reg IMS, Meerut",PSYCHIATRY,UP Priv-Open Quota,"?22,35,387*","?56,100",0,?0,680,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",PSYCHIATRY,UP Priv-Open Quota,"?23,09,009*","?24,000*",1,"?5,00,000",720,,,
,Uttar Pradesh,"Hind IMS, Sitapur",PSYCHIATRY,UP Priv-Open Quota,"?20,40,950*","?30,000",1*,?0*,700,,,
,Uttar Pradesh,"IIMSR, Lucknow",PSYCHIATRY,UP Priv-Open Quota,"?25,00,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",PSYCHIATRY,UP Priv-Min. Quota,"?25,10,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",PSYCHIATRY,UP Priv-Min. Quota,"?26,90,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",PSYCHIATRY,UP Priv-Min. Quota,"?24,00,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",PSYCHIATRY,UP Priv-Min. Quota,"?23,40,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",PSYCHIATRY,UP Priv-Min. Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"IIMSR, Lucknow",PSYCHIATRY,UP Priv-Min. Quota,"?25,00,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"KGMU, Lucknow",RADIATION ONCOLOGY,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"GSVM Med Coll, Kanpur",RADIATION ONCOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",2083,,,
,Uttar Pradesh,"SGPGI, Lucknow",RADIATION ONCOLOGY,UP-Govt Quota,"?61,600*","?1,11,780",2*,"?40,00,000*",1609,,,
,Uttar Pradesh,"S N Med Coll, Agra",RADIATION ONCOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",RADIATION ONCOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Dr RML IMS, Lucknow",RADIATION ONCOLOGY,UP-Govt Quota,"?37,500*","?1,08,672",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",RADIATION ONCOLOGY,UP Priv-Open Quota,"?16,00,000*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",RADIATION ONCOLOGY,UP Priv-Open Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",RADIATION ONCOLOGY,UP Priv-Open Quota,"?18,00,000*","?24,000*",0,?0,720,,,
,Uttar Pradesh,"LLRM Med Coll, Meerut",RADIO DIAGNOSIS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1090,,,
,Uttar Pradesh,"MLB Med Coll, Jhansi",RADIO DIAGNOSIS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",700,,,
,Uttar Pradesh,"GSVM Med Coll, Kanpur",RADIO DIAGNOSIS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",2083,,,
,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,UP-Govt Quota,"?61,600*","?1,11,780",2*,"?40,00,000*",1609,,,
,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",RADIO DIAGNOSIS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"S N Med Coll, Agra",RADIO DIAGNOSIS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"BRD Med Coll, Gorakhpur",RADIO DIAGNOSIS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1050,,,
,Uttar Pradesh,"Dr RML IMS, Lucknow",RADIO DIAGNOSIS,UP-Govt Quota,"?37,500*","?1,08,672",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Varun Arjun, Shahjahanpur",RADIO DIAGNOSIS,UP Priv-Open Quota,"?23,38,116*","?24,000*",1,"?10,00,000",770,,,
,Uttar Pradesh,"KD Med Coll, Mathura",RADIO DIAGNOSIS,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,720,,,
,Uttar Pradesh,"Saraswati IMS, Hapur",RADIO DIAGNOSIS,UP Priv-Open Quota,"?20,22,143*","?32,000*",0,?0,851,,,
,Uttar Pradesh,"TS Misra Med Coll, Lucknow",RADIO DIAGNOSIS,UP Priv-Open Quota,"?21,63,946*","?30,000",0,?0,735,,,
,Uttar Pradesh,"Venkateshwara IMS, Gajraula",RADIO DIAGNOSIS,UP Priv-Open Quota,"?21,63,946*","?36,000",0,?0,750,,,
,Uttar Pradesh,"Rajshree MRI, Bareilly",RADIO DIAGNOSIS,UP Priv-Open Quota,"?24,89,880*","?32,000",1*,?0*,740,,,
,Uttar Pradesh,"GS Med Coll Hosp,Hapur",RADIO DIAGNOSIS,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,Info Not Available,,,
,Uttar Pradesh,Muzaffarnagar Medical College,RADIO DIAGNOSIS,UP Priv-Open Quota,"?23,23,197*","?56,100*",1*,?0*,857,,,
,Uttar Pradesh,"Rama Med Coll, Hapur",RADIO DIAGNOSIS,UP Priv-Open Quota,"?24,75,612*","?30,000*",Info Not Available,Info not available,1259,,,
,Uttar Pradesh,"Rama Med Coll, Kanpur",RADIO DIAGNOSIS,UP Priv-Open Quota,"?25,62,430*","?30,000",0,?0,730,,,
,Uttar Pradesh,"Hind IMS, Barabanki",RADIO DIAGNOSIS,UP Priv-Open Quota,"?25,24,901*","?35,000",1*,?0*,580,,,
,Uttar Pradesh,"SMSR, Greater Noida",RADIO DIAGNOSIS,UP Priv-Open Quota,"?25,40,649*","?32,000",0,?0,1200,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",RADIO DIAGNOSIS,UP Priv-Open Quota,"?25,09,957*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",RADIO DIAGNOSIS,UP Priv-Open Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",RADIO DIAGNOSIS,UP Priv-Open Quota,"?42,20,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",RADIO DIAGNOSIS,UP Priv-Open Quota,"?42,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",RADIO DIAGNOSIS,UP Priv-Open Quota,"?39,90,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",RADIO DIAGNOSIS,UP Priv-Open Quota,"?39,95,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"National Captl Reg IMS, Meerut",RADIO DIAGNOSIS,UP Priv-Open Quota,"?22,35,387*","?56,100",0,?0,680,,,
,Uttar Pradesh,"Prasad Inst of Med Sci,Lucknow",RADIO DIAGNOSIS,UP Priv-Open Quota,"?21,63,946*","?18,000",0,?0,410,,,
,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",RADIO DIAGNOSIS,UP Priv-Open Quota,"?21,63,946*","?15,000*",0,?0,700,,,
,Uttar Pradesh,"Mayo IMS, Barabanki",RADIO DIAGNOSIS,UP Priv-Open Quota,"?20,30,961*","?14,000*",1*,?0*,736,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",RADIO DIAGNOSIS,UP Priv-Open Quota,"?29,09,009*","?24,000*",1,"?15,00,000",720,,,
,Uttar Pradesh,"Heritage IMS, Varanasi",RADIO DIAGNOSIS,UP Priv-Open Quota,"?21,12,517*","?21,000",0,?0,735,,,
,Uttar Pradesh,"Hind IMS, Sitapur",RADIO DIAGNOSIS,UP Priv-Open Quota,"?20,40,950*","?30,000",1*,?0*,700,,,
,Uttar Pradesh,"IIMSR, Lucknow",RADIO DIAGNOSIS,UP Priv-Open Quota,"?41,95,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",RADIO DIAGNOSIS,UP Priv-Min. Quota,"?42,20,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",RADIO DIAGNOSIS,UP Priv-Min. Quota,"?42,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",RADIO DIAGNOSIS,UP Priv-Min. Quota,"?39,90,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",RADIO DIAGNOSIS,UP Priv-Min. Quota,"?39,95,000*","?62,000",0,?0,850,,,
