,State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,,,
,Uttar Pradesh,"MaharanaPratapDistHos,Bareilly",DO(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,325,,,
,Uttar Pradesh,"ShriShivPrasadDistHos,Varanasi",DO(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,316,,,
,Uttar Pradesh,"UrsalaHorsmanMemHosp, Kanpur",DO(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,550,,,
,Uttar Pradesh,"LalBahadurShastri Hosp,Varanasi",DO(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"Divisional Dist Hosp, Azamgarh",DO(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,312,,,
,Uttar Pradesh,"PL Sharma Dist Hosp, Meerut",DO(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,250,,,
,Uttar Pradesh,"AutonomousStateMC,Shahjahanpur",DCH(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,312,,,
,Uttar Pradesh,"Balrampur Hospital, Lucknow",DCH(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,656,,,
,Uttar Pradesh,"Government Med Col, Azamgarh,UP",DCH(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,550,,,
,Uttar Pradesh,"Government Med Coll, Badaun",DCH(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,234,,,
,Uttar Pradesh,"Rani DurgavatiMedColl,Banda,UP",DCH(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,430,,,
,Uttar Pradesh,"Govt Med Coll, Kannauj, UP",DCH(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,470,,,
,Uttar Pradesh,"MaharajaSuhelDevMed,Bahraich,UP",DCH(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,550,,,
,Uttar Pradesh,"AutonomousStateMC,Rampur",DCH(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"ShriShivPrasadDistHos,Varanasi",DCH(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,316,,,
,Uttar Pradesh,"DistrictCombHos,Sec23,Ghaziabad",DCH(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"Dist Women Hosp, Rekab Ganj",DCH(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"LokBandhuRajNarayanHosp,Lucknow",DCH(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,318,,,
,Uttar Pradesh,"Pandit DDUDivDistHosp,Moradabad",DCH(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"Rana Beni MS DistHosp,Raebareli",DCH(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"Autonomous State MC, Ayodhya",DCH(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,300,,,
,Uttar Pradesh,"MRA Med Coll, Ambedkar Nagar",DCH(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"TejBahadurSapru Hosp,Allahabad",DCH(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,171,,,
,Uttar Pradesh,"AutonomousStateMC,Shahjahanpur",DMRD(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,312,,,
,Uttar Pradesh,"AutonomousStateMC,Rampur",DMRD(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"Balrampur Hospital, Lucknow",DTBCD(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,656,,,
,Uttar Pradesh,"Government Med Coll, Badaun",DTBCD(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,234,,,
,Uttar Pradesh,"UrsalaHorsmanMemHosp, Kanpur",DTBCD(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,550,,,
,Uttar Pradesh,"Dist Male Hosp, Basti, UP",DTBCD(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"LalBahadurShastri Hosp,Varanasi",DTBCD(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"Sri Ram Hospital, Ayodhya, UP",DTBCD(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"Autonomous State MC, Ayodhya",DTBCD(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,300,,,
