Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 3.5,CR 2024 4,CR 2024 5
TN Govt Quota,MBC Serv,Tamil Nadu,Govt Vellore Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,3057(1),3057(1),3057(1),-,-,6153(1),6153(1),5170(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",PHARMACOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,2960(1),2960(1),2960(1),-,-,4099(1),5143(1),5171(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Thiruvannamalai Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",500,3830(1),3830(1),3830(1),-,-,5373(1),5144(1),5172(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,4811(2),5353(2),5353(2),-,-,5145(2),5145(2),5173(2),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Madras Med Coll, Chennai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,4235(1),4520(1),5352(1),5580(1),-,5146(1),5146(1),5174(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Chengalpattu Med Coll,BIOCHEMISTRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,5109(1),5277(1),5277(1),-,-,3755(1),5458(1),5175(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,3377(2),3377(2),3377(2),-,-,5156(2),5156(2),5184(2),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"CMC, Vellore",SPM,"₹65,470*","₹51,000",0,₹0,2879,2994(1),3841(1),3841(1),-,-,1686(1),3324(1),5189(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Thanjavur Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,4043(1),4654(1),4654(1),-,-,5439(1),5174(1),5202(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,Coimbatore Med Coll,PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,3349(1),5413(1),5413(1),-,-,3401(1),4375(1),5216(1),-,-,-
TN Govt Quota,SCA Serv,Tamil Nadu,"Madurai Med Coll, Madurai",PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,-,-,-,-,-,5198(1),5198(1),5226(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,3259(1),3612(1),3612(1),-,-,5199(1),5199(1),5227(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Coimbatore Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,2206(1),2206(1),2206(1),-,-,4338(1),4338(1),5228(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madras Med Coll, Chennai",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,4112(1),4112(1),4112(1),-,-,5201(1),5201(1),5229(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Vellore Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,3834(1),3834(1),3934(1),-,-,5214(1),5214(1),5242(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,1890(1),1890(1),1890(1),-,-,3560(1),4352(1),5243(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,4155(1),4336(1),4336(1),4931(1),5163(1),5235(1),5235(1),5263(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Tirunelveli Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,2390(1),2390(1),3311(1),-,-,4453(1),4453(1),5264(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Rajah Muthiah, Annamalainagar",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,5238(1),5238(1),5266(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Kanyakumari Med Coll,OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",840,3704(1),3769(1),3769(1),-,-,5535(1),5132(1),5267(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,Tirunelveli Med Coll,PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,3858(1),5094(1),5094(1),-,-,3342(1),3528(1),5273(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"PSG IMS, Coimbatore",ORTHOPAEDICS,"₹3,50,000*","₹25,000*",0,₹0,1130,3548(1),4332(1),4332(1),-,-,5273(1),5273(1),5302(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Aravind Eye Hosp, Madurai",OPHTHALMOLOGY,"₹3,50,000*","₹48,000",2*,"₹40,00,000*",1090,4272(1),4812(1),4812(1),-,-,5290(1),5290(1),5319(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madurai Med Coll, Madurai",MICROBIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,-,-,-,-,-,2509(1),4245(1),5320(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Coimbatore Med Coll,PHARMACOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,1192(1),1192(1),1192(1),-,-,3031(1),3410(1),5322(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Govt Med Coll, Omandurar",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,3411(1),3676(1),3775(1),-,-,4384(1),5310(1),5339(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Rajah Muthiah, Annamalainagar",DCH,"₹50,000*","₹52,451*",1*,"₹20,00,000*",1400,-,-,-,-,-,5321(1),5321(1),5350(1),-,-,-
TN Govt Quota,SCA Serv,Tamil Nadu,Thanjavur Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,4385(1),4385(1),4385(1),-,-,5325(1),5325(1),5354(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Tagore Med Coll, Chennai",ANAESTHESIOLOGY,"₹3,50,000*","₹35,000*",0,₹0,818,4145(1),6768(1),6768(1),-,-,3790(1),3012(1),5357(1),-,-,-
TN Govt Quota,SCA Open,Tamil Nadu,"Mohan Kumaramangalam, Salem",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,4040(1),5294(1),5058(1),-,-,3532(1),4767(1),5360(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Kilpauk Med Coll, Chennai",FORENSIC MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,2905(1),5431(1),5431(1),-,-,2571(1),5339(1),5368(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,4336(1),5061(1),5061(1),-,-,5342(1),5342(1),5371(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"CMC, Vellore",PSYCHIATRY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,4307(1),4307(1),6205(1),-,-,3821(1),5343(1),5372(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",OBG,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,3314(1),3314(1),3165(1),-,-,4510(1),5345(1),5374(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,4019(1),4019(1),4019(1),-,-,5346(1),5346(1),5375(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,3311(1),3887(1),3887(1),-,-,4688(1),5354(1),5383(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Chengalpattu Med Coll,FORENSIC MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,3812(1),4301(1),4301(1),-,-,2664(1),3902(1),5384(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Chengalpattu Med Coll,PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,4548(1),4553(1),5325(1),-,-,5147(1),5147(1),5385(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"KAPV Med Coll, Trichy",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,1466(1),2362(1),2655(1),-,-,3894(1),5359(1),5388(1),-,-,-
SC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,4618(1),4618(1),4618(1),-,-,4456(1),4456(1),5415(1),-,-,-,
,,,,,,,,,,,,,,,,,,,,
TN Govt Quota,OC Open,Tamil Nadu,Melmaruvathur Adiparasakthi,PATHOLOGY,"₹3,00,000*","₹35,000*",0,₹0,700,5053(1),5870(1),5870(1),-,-,3241(1),4026(1),5418(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",MICROBIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,4167(1),5588(1),5556(1),-,-,4867(1),5391(1),5420(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Rajah Muthiah, Annamalainagar",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,4050(1),4050(1),4050(1),-,-,5399(1),5399(1),5428(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"CMC, Vellore",ANAESTHESIOLOGY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,3989(1),4333(1),3859(1),-,-,5343(1),5400(1),5429(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Coimbatore Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,3345(1),3988(1),3988(1),-,-,4621(1),4621(1),5430(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",PATHOLOGY,"₹3,00,000*","₹35,000*",0,₹0,1575,-,5191(1),-,-,-,-,-,5434(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Mookambika IMS, Kanyakumari",OPHTHALMOLOGY,"₹3,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,5435(1),-,-,-
TN Govt Quota,BCM Serv,Tamil Nadu,Govt Sivagangai Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,3316(1),3316(1),3316(1),-,-,4840(1),5414(1),5443(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",SPM,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,5365(1),5477(1),4811(1),-,-,5415(1),5415(1),5444(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Trichy SRM Med Coll, Trichy",PSYCHIATRY,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,5425(1),5425(1),5454(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Sri Muthukumaran, Chennai",GENERAL SURGERY,"₹3,50,000*","₹25,000",0,₹0,720,3904(1),6515(1),6515(1),-,-,4836(1),4166(1),5460(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Mohan Kumaramangalam, Salem",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,3020(1),4584(1),4584(1),-,-,5433(1),5433(1),5462(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,2289(1),2393(1),2393(1),-,-,4072(1),4290(1),5463(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Thiruvarur Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,3978(1),3978(1),3978(1),-,-,5795(1),5437(1),5466(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,4909(1),4909(1),5082(1),-,-,5957(1),5957(1),5467(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Mookambika IMS, Kanyakumari",ORTHOPAEDICS,"₹3,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,1993(1),2649(1),5484(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madras Med Coll, Chennai",BIOCHEMISTRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,3765(1),5109(1),5109(1),-,-,2827(1),3764(1),5487(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Coimbatore Med Coll,PHYSIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,5238(1),5577(1),5729(1),-,-,3580(1),4138(1),5489(1),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,Govt Theni Med Coll,PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,-,-,-,-,-,1433(1),2006(1),5490(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",MICROBIOLOGY,"₹3,00,000*","₹35,000*",0,₹0,1575,-,7257(1),7257(1),-,-,-,-,5499(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"CMC, Vellore",OBG,"₹65,470*","₹51,000",2,"₹40,00,000",2879,3910(1),3910(1),3910(1),-,-,5200(1),5200(1),5501(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Madras Med Coll, Chennai",PMR,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,3925(1),4086(1),5505(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Coimbatore Med Coll,FORENSIC MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,2932(1),4941(1),5223(1),-,-,2125(1),3674(1),5511(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Melmaruvathur Adiparasakthi,SPM,"₹3,00,000*","₹35,000*",0,₹0,700,5191(1),7023(1),7023(1),-,-,4138(1),5505(1),5523(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Thiruvarur Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,3886(1),3409(1),3409(1),-,-,5174(1),5504(1),5534(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",TBRD,"₹3,50,000*","₹35,000*",0,₹0,800,3898(1),5073(1),5073(1),-,-,3012(1),2791(1),5535(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Vellore Med Coll,ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,3456(1),3456(1),3674(1),-,-,4372(1),5517(1),5547(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"KAPV Med Coll, Trichy",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,2472(1),2902(1),2902(1),-,-,4838(1),4838(1),5548(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,4111(2),4411(2),4411(2),-,-,5519(2),5519(2),5549(2),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,5424(1),5554(1),5554(1),-,-,5989(1),-,5551(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Rajah Muthiah, Annamalainagar",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,3824(1),3824(1),3824(1),-,-,5522(1),5522(1),5552(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Karpagam Faculty, Coimbatore",PATHOLOGY,"₹3,00,000*","₹38,000*",0,₹0,675,4712(1),5803(1),7251(1),7957(1),7598(1),2927(1),3495(1),5561(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",SPM,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,4719(1),5365(1),4859(1),6153(1),-,5534(1),5534(1),5564(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Vellore Med Coll,OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,3417(1),3417(1),3417(1),-,-,5504(1),5535(1),5565(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Tirunelveli Med Coll,PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,4308(1),1646(1),1646(1),-,-,4920(1),5551(1),5581(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Chengalpattu Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,3933(1),4046(1),4046(1),-,-,5559(1),5559(1),5589(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",EMERGENCY MEDICINE,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,5563(1),5563(1),5593(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"St. Peters Medical Coll, Hosur",PATHOLOGY,"₹3,00,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,5596(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Theni Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,3859(1),4108(1),4108(1),-,-,5622(1),5573(1),5603(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Thanjavur Med Coll,OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,-,4330(1),4330(1),-,-,5007(1),5289(1),5604(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"PSG IMS, Coimbatore",OBG,"₹3,50,000*","₹25,000*",0,₹0,1130,3542(1),3542(1),3542(1),-,-,5587(1),5587(1),5617(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,Chengalpattu Med Coll,PHARMACOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,4239(1),5081(1),6300(1),6264(1),-,4378(1),5590(1),5620(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Coimbatore Med Coll,PHYSIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,5354(1),6344(1),6521(1),6772(1),-,6281(1),-,5625(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Chengalpattu Med Coll,PHYSIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,3795(1),3795(1),3795(1),-,-,4261(1),5612(1),5643(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Govt Villupuram Med Coll,OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,2149(1),2149(1),2149(1),-,-,4637(1),5676(1),5647(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"KAPV Med Coll, Trichy",FORENSIC MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,4687(1),5725(1),5725(1),-,-,3409(1),5618(1),5649(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Madras Med Coll, Chennai",ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,2955(3),3466(3),3466(3),-,-,5101(3),5521(3),5653(3),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,3706(1),3706(1),3706(1),-,-,4788(1),4788(1),5662(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,2291(2),2291(2),2291(2),-,4717(2),4888(2),4888(2),5663(2),-,-,-
OC Serv,Tamil Nadu,Govt Sivagangai Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,3058(1),3770(1),3770(1),-,-,5632(1),5632(1),5664(1),-,-,-,
,,,,,,,,,,,,,,,,,,,,
TN Govt Quota,SC Open,Tamil Nadu,"Madras Med Coll, Chennai",SPM,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,3457(1),3457(1),3457(1),-,-,3528(1),3879(1),5668(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Govt Villupuram Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,2651(1),2651(1),2651(1),-,-,5642(1),5642(1),5674(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Thoothukudi Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,3231(1),3311(1),4251(1),-,-,5236(1),5236(1),5683(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Chengalpattu Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,3056(1),3056(1),4463(1),-,-,5652(1),5652(1),5684(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"KAPV Med Coll, Trichy",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,4778(1),4778(1),4778(1),-,-,5663(1),5663(1),5695(1),-,-,-
TN Govt Quota,ST Open,Tamil Nadu,"Kilpauk Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,5959(1),5959(1),5959(1),-,-,5670(1),5670(1),5702(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"KAPV Med Coll, Trichy",FORENSIC MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,4547(1),5584(1),5857(1),-,-,5674(1),5674(1),5706(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,2364(1),3608(1),3347(1),-,-,4234(1),4234(1),5708(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,3466(1),4273(1),3743(1),-,-,3122(1),5012(1),5722(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,4271(1),4271(1),4271(1),-,-,5694(1),5694(1),5726(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"St. Peters Medical Coll, Hosur",MICROBIOLOGY,"₹3,00,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,5731(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Coimbatore Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,2049(1),2095(1),2095(1),-,-,3043(1),3043(1),5737(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madras Med Coll, Chennai",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,3257(1),3257(1),3257(1),-,-,4275(1),5718(1),5738(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,2288(2),2288(2),2288(2),-,-,5592(2),5592(2),5749(2),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,Govt Vellore Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,4777(1),4777(1),4777(1),-,-,5866(1),5942(1),5750(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Govt Med Coll, Omandurar",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,3741(1),3775(1),4407(1),-,-,5753(1),5753(1),5785(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madras Med Coll, Chennai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,4461(1),4461(1),4461(1),-,-,5754(1),5754(1),5786(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Thanjavur Med Coll,MICROBIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,3973(1),5498(1),6216(1),5967(1),6689(1),2669(1),4240(1),5793(1),-,-,-
TN Govt Quota,SCA Serv,Tamil Nadu,"Madras Med Coll, Chennai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,3315(1),3315(1),3483(1),-,-,5768(1),5768(1),5800(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Thanjavur Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,3165(1),3165(1),2207(1),-,-,6010(1),6010(1),5811(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madurai Med Coll, Madurai",PHYSIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,4133(1),4133(1),4133(1),-,-,4189(1),5780(1),5812(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Mohan Kumaramangalam, Salem",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,4276(1),4811(1),5581(1),-,-,3374(1),4033(1),5829(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,Melmaruvathur Adiparasakthi,GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,700,-,-,-,-,-,-,-,5830(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madras Med Coll, Chennai",ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,4522(1),4334(1),4721(1),-,-,5832(1),5832(1),5864(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Velammal Med Col, Madurai",ORTHOPAEDICS,"₹3,50,000*","₹37,000*",0,₹0,1024,4250(1),6060(1),6060(1),-,-,6345(1),5844(1),5876(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madras Med Coll, Chennai",PHARMACOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,5554(1),5432(1),5432(1),-,-,5854(1),5854(1),5886(1),-,-,-
