Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 3.5,CR 2024 4,CR 2024 5
TN Govt Quota,SC Open,Tamil Nadu,"Arunai Med Coll,Thiruvannamalai",SPM,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,6979(1),5152(1),8317(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Trichy SRM Med Coll, Trichy",GENERAL MEDICINE,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,5901(1),-,8369(1),-,-,-
TN Govt Quota,SCA Serv,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",FORENSIC MEDICINE,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,-,-,8399(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Arunai Med Coll,Thiruvannamalai",FORENSIC MEDICINE,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,5751(1),6997(1),8455(1),-,-,-
TN Govt Quota,ST Serv,Tamil Nadu,"Rajah Muthiah, Annamalainagar",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,8470(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Trichy SRM Med Coll, Trichy",ORTHOPAEDICS,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,7404(1),7404(1),8471(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",GENERAL MEDICINE,"₹3,50,000*","₹35,000*",0,₹0,800,-,-,-,-,-,7391(1),-,8505(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Arunai Med Coll,Thiruvannamalai",PHYSIOLOGY,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,7700(1),7622(1),8531(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",SPM,"₹3,00,000*","₹35,000*",0,₹0,800,-,-,-,-,-,-,-,8537(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",PHYSIOLOGY,"₹3,00,000*","₹35,000*",0,₹0,1575,-,-,8177(1),-,-,-,-,8538(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Trichy SRM Med Coll, Trichy",ANAESTHESIOLOGY,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,-,-,8544(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Arunai Med Coll,Thiruvannamalai",MICROBIOLOGY,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,5060(1),6262(1),8550(1),-,-,-
TN Govt Quota,ST Serv,Tamil Nadu,Tirunelveli Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,-,-,-,-,-,-,-,8551(1),-,-,-
TN Govt Quota,ST Serv,Tamil Nadu,Govt Thoothukudi Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,-,-,-,-,-,5912(1),5912(1),8557(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",PHARMACOLOGY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,-,-,8566(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Melmaruvathur Adiparasakthi,GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,700,6443(1),6443(1),6443(1),-,-,-,-,8572(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",BIOCHEMISTRY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,-,-,8574(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,Melmaruvathur Adiparasakthi,MICROBIOLOGY,"₹3,00,000*","₹35,000*",0,₹0,700,-,-,-,-,-,-,-,8587(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Tagore Med Coll, Chennai",SPM,"₹3,00,000*","₹35,000*",0,₹0,818,5188(1),-,-,-,-,-,-,8590(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Madha Medical College, Chennai",ANAESTHESIOLOGY,"₹3,50,000*",Info not available,0,₹0,-,-,-,-,-,-,-,-,8635(1),-,-,-
TN Govt Quota,BCM Serv,Tamil Nadu,Thanjavur Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,2421(1),2421(1),2421(1),-,-,5322(1),-,8637(1),-,-,-
TN Govt Quota,SCA Serv,Tamil Nadu,"KAPV Med Coll, Trichy",BIOCHEMISTRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,5729(1),-,-,-,-,-,-,8638(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Mookambika IMS, Kanyakumari",OBG,"₹3,50,000*","₹15,000*",0,₹0,600,4283(1),5612(1),7079(1),7435(1),-,6796(1),-,8651(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Arunai Med Coll,Thiruvannamalai",FORENSIC MEDICINE,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,-,-,8676(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",ORTHOPAEDICS,"₹3,50,000*","₹35,000*",0,₹0,800,-,-,-,-,-,-,-,8696(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Melmaruvathur Adiparasakthi,FORENSIC MEDICINE,"₹3,00,000*","₹35,000*",0,₹0,700,-,-,-,-,-,5209(1),7302(1),8698(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Karpagam Faculty, Coimbatore",PHARMACOLOGY,"₹3,00,000*","₹38,000*",0,₹0,675,-,-,-,-,-,-,-,8703(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"St. Peters Medical Coll, Hosur",BIOCHEMISTRY,"₹3,00,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,8706(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Arunai Med Coll,Thiruvannamalai",MICROBIOLOGY,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,5992(1),5992(1),8707(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",GENERAL MEDICINE,"₹3,50,000*","₹10,000*",0,₹0,550,4206(1),5553(1),5553(1),-,-,-,-,8725(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Tagore Med Coll, Chennai",PHARMACOLOGY,"₹3,00,000*","₹35,000*",0,₹0,818,-,-,-,-,-,-,-,8729(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Melmaruvathur Adiparasakthi,FORENSIC MEDICINE,"₹3,00,000*","₹35,000*",0,₹0,700,-,-,-,-,-,-,-,8740(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Arunai Med Coll,Thiruvannamalai",ANATOMY,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,7768(1),-,8743(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",PHARMACOLOGY,"₹3,00,000*","₹35,000*",0,₹0,800,4924(1),-,7907(1),-,-,-,-,8756(1),-,-,-
TN Govt Quota,SCA Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",ANATOMY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,8758(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Thanjavur Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,624(1),878(1),878(1),-,-,518(1),887(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,-,-,1038(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"St. Peters Medical Coll, Hosur",RADIO DIAGNOSIS,"₹3,50,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,-,1399(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mohan Kumaramangalam, Salem",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,-,-,-,-,-,-,-,-,-,1558(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Vellore Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,-,-,-,-,-,-,-,-,-,1662(1),-
NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,-,-,1722(1),-,
,,,,,,,,,,,,,,,,,,,,
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Govt Erode Med Coll,Perundurai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",600,-,-,-,-,-,-,-,-,-,2018(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Kanyakumari Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",840,-,-,-,-,-,-,-,-,-,2337(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Melmaruvathur Adiparasakthi,PAEDIATRICS,"₹3,50,000*","₹35,000*",0,₹0,700,-,-,-,-,-,-,-,-,-,2493(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Stanley Med Coll, Chennai",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,-,-,-,-,-,-,-,-,-,2601(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,-,-,2627(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,-,-,2699(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Thoothukudi Med Coll,ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,-,-,-,-,-,-,-,-,-,2702(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Kilpauk Med Coll, Chennai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,-,-,-,-,-,-,-,-,-,2703(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Sivagangai Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,-,-,-,-,2800(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mookambika IMS, Kanyakumari",RADIO DIAGNOSIS,"₹3,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,-,-,2886(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Thanjavur Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,-,-,-,-,-,-,-,-,-,3018(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,-,-,3037(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",OBG,"₹3,50,000*","₹35,000*",0,₹0,800,-,-,-,-,-,-,-,-,-,3078(1),-
TN Govt Quota,MBC Serv,Tamil Nadu,Thanjavur Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,-,-,-,-,-,3084(1),3085(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madurai Med Coll, Madurai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,-,-,-,-,-,-,-,-,-,3128(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"KAPV Med Coll, Trichy",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,-,-,-,-,-,-,-,-,-,3142(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Thoothukudi Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,-,-,-,-,-,-,-,-,-,3185(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,-,-,3240(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Tirunelveli Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,-,-,-,-,-,-,-,-,-,3265(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Tirunelveli Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,-,-,-,-,-,-,-,-,-,3276(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Chengalpattu Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,-,-,-,-,-,-,-,-,-,3291(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Coimbatore Med Coll,OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,-,-,-,-,-,-,-,-,-,3296(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Thoothukudi Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,-,-,-,-,-,-,-,-,-,3305(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madras Med Coll, Chennai",PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,-,-,-,-,3335(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mookambika IMS, Kanyakumari",DERMATOLOGY,"₹3,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,-,-,3340(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Trichy SRM Med Coll, Trichy",RADIO DIAGNOSIS,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,-,-,-,-,3460(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Stanley Med Coll, Chennai",PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,-,-,-,-,-,-,-,-,-,3565(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",OBG,"₹3,50,000*","₹10,000*",0,₹0,550,-,-,-,-,-,-,-,-,-,3620(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Melmaruvathur Adiparasakthi,GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,700,-,-,-,-,-,-,-,-,-,3750(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",GENERAL MEDICINE,"₹3,50,000*","₹35,000*",0,₹0,800,-,-,-,-,-,-,-,-,-,3941(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Theni Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,-,-,-,-,-,-,-,-,-,1598(1),3949(1)
TN-CMC Minority 20,NOT DEFINED,Tamil Nadu,"CMC, Vellore",RADIATION ONCOLOGY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,-,-,-,-,-,-,-,-,-,3978(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mookambika IMS, Kanyakumari",PAEDIATRICS,"₹3,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,-,-,4071(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Tirunelveli Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,-,-,-,-,-,-,-,-,-,4292(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Melmaruvathur Adiparasakthi,ENT,"₹3,50,000*","₹35,000*",0,₹0,700,-,-,-,-,-,-,-,-,-,4356(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mohan Kumaramangalam, Salem",ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,-,-,-,-,-,-,-,-,-,4392(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Trichy SRM Med Coll, Trichy",GENERAL MEDICINE,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,-,-,-,-,4433(2),3051(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Tagore Med Coll, Chennai",OPHTHALMOLOGY,"₹3,50,000*","₹35,000*",0,₹0,818,-,-,-,-,-,-,-,-,-,4446(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",EMERGENCY MEDICINE,"₹3,50,000*","₹10,000*",0,₹0,550,-,-,-,-,-,-,-,-,-,4457(1),-
TN-CMC Minority 20,NOT DEFINED,Tamil Nadu,"CMC, Vellore",PSYCHIATRY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,-,-,-,-,-,-,-,-,-,4476(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Thiruvarur Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,-,-,-,-,-,-,-,-,-,4536(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Kanyakumari Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",840,-,-,-,-,-,-,-,-,-,4333(2),4560(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",ANAESTHESIOLOGY,"₹3,50,000*","₹10,000*",0,₹0,550,-,-,-,-,-,-,-,-,-,4696(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madras Med Coll, Chennai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,-,-,-,-,4698(2),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madha Medical College, Chennai",ORTHOPAEDICS,"₹3,50,000*",Info not available,0,₹0,-,-,-,-,-,-,-,-,-,-,4785(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",PAEDIATRICS,"₹3,50,000*","₹35,000*",0,₹0,800,-,-,-,-,-,-,-,-,-,4276(1),4786(1)
TN Govt Quota,MBC Open,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",PHARMACOLOGY,"₹3,00,000*","₹10,000*",0,₹0,550,-,-,-,8300(1),-,4813(1),4813(1),-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Srinivasan Med Coll,Samayapuram",ENT,"₹3,50,000*",Info not available,0,₹0,-,-,-,-,-,-,-,-,-,4868(1),-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Trichy SRM Med Coll, Trichy",ENT,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,-,-,-,-,4955(2),-
NOT DEFINED,Tamil Nadu,Govt Villupuram Med Coll,OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,-,-,-,-,-,-,-,-,-,4422(1),4962(1),
TN Govt Quota,NOT DEFINED,Tamil Nadu,"St. Peters Medical Coll, Hosur",ANAESTHESIOLOGY,"₹3,50,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,-,4978(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Sri Muthukumaran, Chennai",GENERAL SURGERY,"₹3,50,000*","₹25,000",0,₹0,720,-,-,-,-,-,-,-,-,-,5046(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Trichy SRM Med Coll, Trichy",OBG,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,-,-,-,-,5059(2),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madras Med Coll, Chennai",DDIAB,"₹50,000*","₹52,451*",1*,"₹20,00,000*",7285,-,-,-,-,-,-,-,-,-,5069(1),-
TN Govt Quota,SC Serv,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",PAEDIATRICS,"₹3,50,000*","₹35,000*",0,₹0,800,-,-,-,-,-,5087(1),-,-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mookambika IMS, Kanyakumari",RADIATION ONCOLOGY,"₹3,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,-,-,4870(1),5111(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mookambika IMS, Kanyakumari",GENERAL MEDICINE,"₹3,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,-,-,5144(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"TamilNadu MGR Med Univ,Chennai",IHBT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,-,-,-,-,5181(1),-
TN Govt Quota,SCA Open,Tamil Nadu,"Madras Med Coll, Chennai",MICROBIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,5315(1),5410(1),-,-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Annapoorna Medical Coll, Salem",ANATOMY,"₹3,00,000*","₹35,000*",0,₹0,-,-,-,-,-,-,5431(1),-,-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Karpagam Faculty, Coimbatore",PATHOLOGY,"₹3,00,000*","₹38,000*",0,₹0,675,-,-,-,-,-,-,-,-,-,5475(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"St. Peters Medical Coll, Hosur",PATHOLOGY,"₹3,00,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,-,5503(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Tirunelveli Med Coll,PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,-,-,-,-,-,-,-,-,-,5520(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Tirunelveli Med Coll,IHBT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,-,-,-,-,-,-,-,-,-,-,5720(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Thiruvarur Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,-,-,-,-,-,-,-,-,-,-,5867(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madurai Med Coll, Madurai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,-,-,-,-,-,-,-,-,-,6063(1),-
TN Govt Quota,OC Serv,Tamil Nadu,"CMC, Vellore",PATHOLOGY,"₹65,470*","₹51,000",0,₹0,2879,-,-,-,-,-,6123(1),-,-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,-,-,-,-,6152(1),-
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",DCP,"₹78,367*","₹51,000",0,₹0,2879,5616(1),5616(1),-,-,-,6186(1),6156(1),-,-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",PSYCHIATRY,"₹3,50,000*","₹10,000*",0,₹0,550,4186(1),-,6736(1),7930(1),-,6230(1),-,-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mohan Kumaramangalam, Salem",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,-,-,-,-,-,-,-,-,-,6233(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,-,-,6271(2),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",ORTHOPAEDICS,"₹3,50,000*","₹10,000*",0,₹0,550,-,-,-,-,-,-,-,-,-,4690(1),6303(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"CMC, Vellore",DCP,"₹78,367*","₹51,000",0,₹0,2879,-,-,-,-,-,-,-,-,-,6319(1),5831(1)
TN Govt Quota,BC Open,Tamil Nadu,"PSG IMS, Coimbatore",ANATOMY,"₹3,00,000*","₹25,000*",0,₹0,1130,7388(1),7388(1),7388(1),-,-,6250(1),6379(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madras Med Coll, Chennai",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,-,-,-,-,1652(1),6395(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,Coimbatore Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,-,-,-,-,-,-,-,-,-,6423(1),-
TN Govt Quota,OC Serv,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",GENERAL MEDICINE,"₹3,50,000*","₹35,000*",0,₹0,800,4690(1),4840(1),4840(1),-,-,6439(1),-,-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Joseph Eye Hosp, Trichy",OPHTHALMOLOGY,"₹3,50,000*","₹48,000*",2*,"₹40,00,000*",450,-,-,-,-,-,-,-,-,-,5110(1),6524(1)
TN Govt Quota,BC Serv,Tamil Nadu,"Mookambika IMS, Kanyakumari",TBRD,"₹3,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,6556(1),6556(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Kilpauk Med Coll, Chennai",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,-,-,-,-,-,-,-,-,-,6636(1),-
TN Govt Quota,BC Open,Tamil Nadu,"Mookambika IMS, Kanyakumari",PHARMACOLOGY,"₹3,00,000*","₹15,000*",0,₹0,600,6467(1),-,8167(1),8243(1),-,6676(1),6676(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mookambika IMS, Kanyakumari",OPHTHALMOLOGY,"₹3,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,-,-,5001(1),6680(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Kilpauk Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,-,-,-,-,-,-,-,-,-,6702(1),-
TN Govt Quota,BC Open,Tamil Nadu,Melmaruvathur Adiparasakthi,BIOCHEMISTRY,"₹3,00,000*","₹35,000*",0,₹0,700,6943(1),-,8089(1),-,-,6704(1),6704(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Thanjavur Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,-,-,-,-,-,-,-,-,-,6731(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",ANAESTHESIOLOGY,"₹3,50,000*","₹35,000*",0,₹0,800,-,-,-,-,-,-,-,-,-,6760(1),-
