Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2024 1,CR 2024 2,CR 2024 3
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,2097(1),2220(1),2433(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",DERMATOLOGY,"₹22,80,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,1703(1),2011(1),2439(2)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,-,-,-,2441(1)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,1982(1),2435(1),2442(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",OBG,"₹19,05,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,2436(1),2443(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",OPHTHALMOLOGY,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,1703(2),-,1304(1),1540(2),2048(2),2448(4)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,2449(1),2456(1)
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",GENERAL MEDICINE,"₹20,70,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,2093(1),2450(1),2457(1)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Govt Med Coll, Datia",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,-,2038(1),2308(1),2469(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"SSMC, Rewa",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,2092(1),2192(1),2474(1),2112(1),2208(1),2479(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",ORTHOPAEDICS,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,2475(1),2482(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Govt Med Coll, Ratlam",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,2485(1),2492(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"LNMC & RC, Bhopal",ORTHOPAEDICS,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,2486(1),2493(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1793(1),2183(2),2351(1),2060(1),2229(1),2501(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",EMERGENCY MEDICINE,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1294(1),1723(3),1756(3),1462(1),1724(1),2502(3)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,-,2503(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",ANAESTHESIOLOGY,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,2617(1),2847(2),2507(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",EMERGENCY MEDICINE,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,1320(1),2090(3),2177(3),1478(1),1789(1),2512(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"LNMC & RC, Bhopal",GENERAL MEDICINE,"₹20,45,000*","₹69,115*",1,"₹10,00,000",750,1349(1),-,-,-,1754(2),2514(2)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",PAEDIATRICS,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1769(1),-,-,1969(1),1993(1),2521(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",PSYCHIATRY,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,1537(2),1558(1),1444(1),1457(1),2528(2)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Amaltas IMS, Dewas",GENERAL MEDICINE,"₹18,60,000*","₹69,115*",1,"₹10,00,000",720,-,-,-,-,2533(1),2540(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,-,-,-,2552(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",DERMATOLOGY,"₹20,80,000*","₹69,115*",1*,"₹10,00,000*",-,-,2120(1),2211(1),-,-,2572(2)
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"RD Gardi, Ujjain",DERMATOLOGY,"₹40,50,000","₹69,115*",1,"₹10,00,000",750,1586(2),1699(1),-,2298(2),2570(1),2578(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",IHBT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,-,2581(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",ORTHOPAEDICS,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1823(1),-,-,2492(1),2583(1),2591(1)
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"LNMC & RC, Bhopal",GENERAL MEDICINE,"₹20,45,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,2586(1),2594(1)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Govt Med Coll, Khandwa",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,-,-,-,-,2532(1),2596(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",ORTHOPAEDICS,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,2595(1),2605(1)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"LNMC & RC, Bhopal",PATHOLOGY,"₹10,00,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,-,2607(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"SSMC, Rewa",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1593(1),-,-,1961(1),1984(1),2609(2)
MP Priv-Open,ST/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",RADIO DIAGNOSIS,"₹22,80,000*","₹69,115*",1,"₹10,00,000",750,2182(1),2182(1),2350(1),2306(1),1919(1),2614(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",GENERAL SURGERY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,1371(1),1371(1),1383(1),2516(3),2614(3),2624(1)
MP Priv-Open,ST/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",TBRD,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,-,2623(1),2634(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,2627(1),2637(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",GENERAL MEDICINE,"₹20,70,000*","₹69,115*",1,"₹10,00,000",1230,1624(1),2193(5),1854(2),2199(2),2248(1),2654(4)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",TBRD,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,2197(1),2385(1),1727(1),1747(1),2655(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",ANAESTHESIOLOGY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,1602(3),2043(1),2118(3),1644(3),1790(3),2657(8)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,-,-,-,2659(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1502(1),1181(1),1188(1),2291(1),2345(1),2663(2)
MP Priv-Open,ST/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",GENERAL MEDICINE,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,1982(1),1859(1),-,2553(1),2661(1),2672(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",ENT,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1433(2),1758(1),1795(3),1552(2),1624(2),2677(6)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",PAEDIATRICS,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,2670(2),2681(2)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",GENERAL SURGERY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,-,2462(1),2690(1)
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Amaltas IMS, Dewas",PATHOLOGY,"₹9,50,000*","₹69,115*",1,"₹10,00,000",720,-,-,-,-,-,2692(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",SPM,"₹11,00,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,2672(2),-,3197(2),2705(1)
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"SSMC, Rewa",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,-,-,2697(1),2708(1)
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Peoples College, Bhopal",GENERAL MEDICINE,"₹66,67,500*","₹75,444",1,"₹10,00,000",1150,-,-,2504(2),2441(4),2818(4),2717(2)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1247(2),1978(4),1700(2),1170(1),1829(1),2736(1)
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",GENERAL SURGERY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,2575(1),2728(1),2739(1)
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"RKDF Medical College, Jatkhedi",GENERAL MEDICINE,"₹65,45,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,-,-,3776(3),2742(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",GENERAL SURGERY,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,1420(3),1927(6),1906(5),1705(3),1917(3),2744(7)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"LNMC & RC, Bhopal",PAEDIATRICS,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,2735(1),2746(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,-,2240(1),2749(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",EMERGENCY MEDICINE,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,-,2753(1)
MP Priv-Open,ST/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",ANAESTHESIOLOGY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,2577(1),2743(1),2757(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,2193(1),1704(1),2769(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",TBRD,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,2541(1),2643(1),2773(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"SSMC, Rewa",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,2099(1),2186(1),-,-,2774(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",GENERAL SURGERY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,-,2776(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,-,2785(1)
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Chirayu Med Coll, Bhopal",GENERAL MEDICINE,"₹19,70,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,-,2787(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",ENT,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,-,-,3320(1),-,-,2788(1)
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,-,2792(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",GENERAL SURGERY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1346(5),1995(12),2060(8),1777(10),1870(10),2794(25)
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"LNMC & RC, Bhopal",OBG,"₹71,57,500*","₹69,115*",1,"₹10,00,000",750,2053(1),-,2609(3),2502(4),2779(2),2795(1)
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,2785(1),2801(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,2412(1),2300(1),2810(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,2133(1),2133(1),2229(1),1902(1),1334(1),2813(2)
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",PAEDIATRICS,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,2808(1),2826(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",GENERAL MEDICINE,"₹20,05,000*","₹69,115*",1,"₹10,00,000",1299,-,-,-,-,2555(2),2831(3)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",GENERAL SURGERY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,2816(3),2834(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",MICROBIOLOGY,"₹97,800*","₹69,115*",1,"₹10,00,000",1230,-,-,2977(2),-,2820(1),2839(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",GENERAL MEDICINE,"₹20,45,000*","₹69,115*",1,"₹10,00,000",750,1833(2),-,-,2234(2),2284(2),2846(5)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",EMERGENCY MEDICINE,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,-,1520(1),1731(1),2861(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",OBG,"₹19,20,000*","₹69,115*",1,"₹10,00,000",720,-,-,-,-,-,2867(2)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",EMERGENCY MEDICINE,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,2848(1),2868(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIATION ONCOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,-,2873(1)
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,-,2875(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",GENERAL SURGERY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,1438(1),2157(4),2269(3),1152(1),1161(1),2881(4)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",PSYCHIATRY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1104(1),2093(3),2117(2),1518(2),1684(2),2882(5)
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,2891(1),2912(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",PHARMACOLOGY,"₹11,00,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,3217(2),-,2539(1),2913(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Govt Med Coll, Khandwa",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,2135(1),-,2506(1),-,-,2917(1)
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,2776(1),2918(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,1424(1),1901(1),1154(1),2923(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",ENT,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,1708(1),-,2243(2),1600(1),2065(1),2929(3)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,2514(1),-,-,2935(1)
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,-,2896(1),2936(1)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Khandwa",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,-,-,-,-,-,2944(1)
MP Priv-Open,ST/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",GENERAL MEDICINE,"₹20,45,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,2179(1),2946(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",ANAESTHESIOLOGY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,1509(2),2088(3),2175(3),1713(5),1732(5),2949(13)
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",GENERAL SURGERY,"₹68,95,000*","₹69,115*",1,"₹10,00,000",1230,2057(2),2057(2),2600(2),-,3283(1),2950(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",ENT,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,1563(1),-,-,1700(1),1811(1),2957(3)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Amaltas IMS, Dewas",ORTHOPAEDICS,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,-,-,-,2935(1),2959(1)
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Index Med Coll, Indore",DERMATOLOGY,"₹78,75,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2676(3),1235(4),3219(1),2962(1)
MP Govt Quota,EWS/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,2947(1),2972(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",PATHOLOGY,"₹8,20,000*","₹75,444",1,"₹10,00,000",1150,1933(1),-,2340(1),2293(4),2373(4),2975(3)
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",RADIO DIAGNOSIS,"₹23,10,000*","₹69,115*",1,"₹10,00,000",1230,1859(1),2136(1),2232(1),2266(1),2318(1),2978(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",ORTHOPAEDICS,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,-,-,-,2981(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",EMERGENCY MEDICINE,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1376(1),-,-,-,-,2988(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",SPM,"₹97,800*","₹69,115*",1,"₹10,00,000",1230,1604(1),-,2327(1),1972(1),2438(1),2999(3)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",BIOCHEMISTRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1877(1),-,3491(6),-,2914(2),3000(2)
MP Priv-Open,ST/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",ORTHOPAEDICS,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,1981(1),2706(1),-,2988(1),3019(2)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",OPHTHALMOLOGY,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,-,3021(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gwalior Mansik, Madhya Pradesh",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",50,1406(1),-,1672(1),-,-,3022(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",ANAESTHESIOLOGY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,-,2605(1),3023(1)
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,3010(1),3043(1)
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,3013(1),3046(1)
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Index Med Coll, Indore",RADIO DIAGNOSIS,"₹22,50,000*","₹69,115*",1,"₹10,00,000",1299,2136(1),-,-,2508(1),2604(1),3054(1)
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,-,3026(1),3059(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",GENERAL SURGERY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1653(1),2216(1),2470(1),2062(3),2096(3),3072(3)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",ENT,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,-,3075(1)
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",PSYCHIATRY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,3051(1),3087(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",ENT,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1698(2),1873(1),2016(3),1643(2),1943(2),3088(6)
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,2913(1),3090(1)
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"Govt Med Coll, Datia",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,-,-,3220(1),3092(1)
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,-,-,3100(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",OBG,"₹20,70,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,2311(2),3104(2)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",ORTHOPAEDICS,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1239(1),1489(1),1504(1),1601(2),1825(2),3106(9)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",PAEDIATRICS,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,-,-,2836(2),3109(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",ANAESTHESIOLOGY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,1854(1),1875(1),3110(3)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",PAEDIATRICS,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,1382(1),1769(2),1807(2),1893(2),1914(2),3111(3)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",GENERAL SURGERY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,3075(1),3115(2)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",PSYCHIATRY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,1679(1),-,-,-,-,3116(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",GENERAL SURGERY,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1525(2),2186(2),2356(2),1453(2),1700(2),3118(6)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PHYSIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,3507(1),-,3081(2),3121(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",IHBT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,2738(1),3126(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",SPM,"₹4,51,000*","₹75,444",1,"₹10,00,000",1150,-,2045(1),2659(2),2064(1),1996(1),3141(1)
