Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2024 1,CR 2024 2,CR 2024 3
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,1867(1),-,3201(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",BIOCHEMISTRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,3267(1),-,3203(1),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",SPM,"₹97,800*","₹69,115*",1,"₹10,00,000",1230,-,-,2885(1),-,3204(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Khandwa",PHYSIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,-,-,-,-,3205(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",ORTHOPAEDICS,"₹64,05,000*","₹72,633",1,"₹10,00,000",912,-,-,2666(1),-,3207(2),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ANATOMY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,3215(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",GENERAL MEDICINE,"₹68,95,000*","₹72,633",1,"₹10,00,000",912,2127(3),-,-,1353(3),3216(4),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",PSYCHIATRY,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,3225(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",DERMATOLOGY,"₹80,85,000*","₹69,115*",1,"₹10,00,000",1230,1598(2),1962(1),2171(1),2091(2),3239(3),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PHYSIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,3245(1),-
MP Govt Quota,UR/PH/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,-,3252(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",GENERAL MEDICINE,"₹72,45,000*","₹69,115*",1,"₹10,00,000",1230,1930(3),-,2538(3),2389(3),3269(5),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",ANAESTHESIOLOGY,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,-,3073(1),-,3278(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",ANATOMY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,3280(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"LNMC & RC, Bhopal",ORTHOPAEDICS,"₹68,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,2713(2),-,3281(2),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",PHYSIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,-,-,3288(1),-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",PHYSIOLOGY,₹0*,"₹69,115*",1,"₹10,00,000",750,-,-,3380(1),-,3292(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Index Med Coll, Indore",OBG,"₹70,17,500*","₹69,115*",1,"₹10,00,000",1299,-,-,2808(2),1477(2),3295(4),-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",FORENSIC MEDICINE,"₹97,800*","₹69,115*",1,"₹10,00,000",1230,-,-,2822(1),-,3297(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",SPM,"₹7,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,-,3300(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PHYSIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,3308(1),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",PATHOLOGY,"₹9,44,300*","₹69,115*",1,"₹10,00,000",1299,-,-,2890(1),-,3319(1),-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",PAEDIATRICS,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,3324(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",BIOCHEMISTRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,-,3325(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",BIOCHEMISTRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,3327(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ANATOMY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,3331(1),-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Index Med Coll, Indore",GENERAL MEDICINE,"₹70,17,500*","₹69,115*",1,"₹10,00,000",1299,-,-,-,-,3338(1),-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Index Med Coll, Indore",ANAESTHESIOLOGY,"₹66,92,000*","₹69,115*",1,"₹10,00,000",1299,-,-,-,-,3587(1),-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Aurobindo Med Coll, Indore",GENERAL SURGERY,"₹68,95,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,3662(2),-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"LNMC & RC, Bhopal",GENERAL MEDICINE,"₹71,57,500*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,4010(3),-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Amaltas IMS, Dewas",ORTHOPAEDICS,"₹63,35,000*","₹69,115*",1,"₹10,00,000",720,-,-,-,-,4012(1),-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"RKDF Medical College, Jatkhedi",PAEDIATRICS,"₹64,40,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,-,-,4098(1),-
MP Govt-NonDomicile,UR (Non Domicile),Madhya Pradesh,"Govt Med Coll, Khandwa",PHYSIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,-,-,-,-,4152(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",DERMATOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,23(1),-,-,-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,30(1),31(1),-,-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,35(1),-,-,-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,111(1),133(1),-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"SSMC, Rewa",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,138(1),138(1),139(1),-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,89(1),177(1),-,-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,178(1),-,-,-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,152(1),197(1),198(1),-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",DERMATOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,225(1),208(1),-,-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,228(1),228(1),-,-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,223(1),225(1),236(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,168(1),244(1),-,-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",DERMATOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,274(1),-,-,-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",TBRD,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,282(1),282(1),283(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Khandwa",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,291(1),291(1),292(1),-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,296(2),297(2),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,280(1),320(1),321(1),-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,263(1),339(2),340(2),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,287(1),329(1),354(1),-,-,-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",RADIO DIAGNOSIS,"₹20,80,000*","₹69,115*",1*,"₹10,00,000*",-,390(1),390(1),392(1),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",RADIO DIAGNOSIS,"₹22,10,000*","₹72,633",1,"₹10,00,000",912,403(1),403(1),405(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,379(1),407(1),409(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,362(1),411(1),-,-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Govt Med Coll, Ratlam",DERMATOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,419(1),419(1),421(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,454(1),455(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,458(1),458(1),459(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",RADIO DIAGNOSIS,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,495(1),495(1),496(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,431(1),497(1),498(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,551(1),569(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,182(1),598(1),599(1),-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,398(1),623(1),-,-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,451(1),626(1),627(1),-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"SSMC, Rewa",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,672(1),675(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"SSMC, Rewa",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,517(1),693(1),685(1),-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,479(1),704(1),707(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,551(1),679(1),723(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,409(1),571(1),725(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,730(1),730(1),-,-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,623(1),728(1),731(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Chirayu Med Coll, Bhopal",RADIO DIAGNOSIS,"₹22,10,000*","₹72,633",1,"₹10,00,000",912,750(1),750(1),753(1),-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,805(1),809(1),-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,711(1),821(1),825(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,790(1),826(1),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",ORTHOPAEDICS,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,825(1),829(1),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",OBG,"₹19,05,000*","₹75,444",1,"₹10,00,000",1150,-,827(1),831(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",RADIATION ONCOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,486(1),848(2),852(1),-,-,-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,854(1),-,-,-,-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",RADIO DIAGNOSIS,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,875(1),875(1),880(1),-,-,-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",DERMATOLOGY,"₹20,80,000*","₹69,115*",1*,"₹10,00,000*",-,563(1),917(1),922(1),-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,935(1),-,-,-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Khandwa",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,638(1),720(1),941(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",TBRD,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,950(1),950(1),-,-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"SSMC, Rewa",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,951(1),-,-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",DERMATOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,988(1),-,-,-,-,-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",RADIO DIAGNOSIS,"₹21,30,000*","₹75,444",1,"₹10,00,000",1150,989(1),989(1),995(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,990(1),996(1),-,-,-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"SSMC, Rewa",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,998(1),-,-,-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,874(1),1053(1),1059(1),-,-,-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",EMERGENCY MEDICINE,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,941(1),1085(1),1091(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1093(1),1051(1),-,-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,958(1),1159(1),-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1211(1),-,-,-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,1216(1),1223(1),-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1217(1),1217(1),1224(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1205(1),1236(1),1243(1),-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1213(1),1305(1),1317(1),-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,1307(1),1319(1),-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"SSMC, Rewa",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1350(1),-,-,-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1134(1),1227(1),1394(1),-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,1393(1),1393(1),1405(1),-,-,-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",DERMATOLOGY,"₹23,10,000*","₹69,115*",1,"₹10,00,000",1230,1517(1),1517(1),-,-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1539(1),-,-,-,-,-
MP Priv-NonDomicile,UR (Non Domicile),Madhya Pradesh,"RKDF Medical College, Jatkhedi",OPHTHALMOLOGY,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,-,1506(1),1547(1),-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Govt Med Coll, Datia",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,1572(1),-,-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",OBG,"₹19,20,000*","₹69,115*",1,"₹10,00,000",720,850(1),1402(1),1582(1),-,-,-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",TBRD,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,1595(1),-,-,-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"RD Gardi, Ujjain",OBG,"₹40,50,000","₹69,115*",1,"₹10,00,000",750,-,1576(1),1625(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,1614(1),1638(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gwalior Mansik, Madhya Pradesh",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",50,1154(1),1261(1),1643(1),-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1041(1),1512(1),1649(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,1410(1),1627(1),1651(1),-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"SSMC, Rewa",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1572(1),1656(1),1681(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,1682(1),-,-,-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1471(1),-,1688(1),-,-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,1651(1),1705(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",RADIATION ONCOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,1706(1),-,-,-,-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,1693(1),1723(1),-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1656(1),1729(1),-,-,-,-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1345(1),1731(2),1357(1),-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1716(1),1716(1),1748(1),-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1717(1),1717(1),1749(1),-,-,-
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1751(1),-,-,-,-,-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1760(1),-,-,-,-,-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",GENERAL MEDICINE,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,1728(1),1728(1),1761(1),-,-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",PAEDIATRICS,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,-,1736(1),1770(1),-,-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,1782(1),1782(1),-,-,-,-
MP Priv-NRINonDomicil,UR/NRI (Non Domicile),Madhya Pradesh,"Aurobindo Med Coll, Indore",ORTHOPAEDICS,"₹68,95,000*","₹69,115*",1,"₹10,00,000",1230,-,1732(1),1794(1),-,-,-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"SSMC, Rewa",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1795(1),1795(1),-,-,-,-
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1796(1),1796(1),-,-,-,-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"SSMC, Rewa",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,1760(1),1797(1),-,-,-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"SSMC, Rewa",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1729(1),1761(1),1798(1),-,-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Khandwa",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,-,1805(1),-,-,-,-
