Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7
Tel Govt-NS LOC,SC-GEN,Telangana,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,"₹25,000*","₹58,289",1,"₹20,00,000",1150,2483(1),2483(1),2492(1),2492(1),2492(1),2492(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Apollo IMSR, Hyderabad",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",570,2255(1),2208(1),2507(1),2507(1),2507(1),2507(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Malla Reddy IMS, Hyderabad",PAEDIATRICS,-,-,-,-,940,2501(1),2501(1),2510(1),2510(1),2510(1),2510(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCC-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",SPM,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,2502(1),2502(1),2511(1),2511(1),2511(1),2511(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Malla Reddy IMS, Hyderabad",ANAESTHESIOLOGY,-,-,-,-,940,2153(3),2153(3),2524(3),2524(3),2524(3),2524(3),-,-,-,-,-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",4800,2521(1),2521(1),2531(1),2531(1),2531(1),2531(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,BCD-GEN,Telangana,"Govt Med Coll, Nizamabad",PSYCHIATRY,"₹25,000*","₹58,289",1,"₹20,00,000",500,1654(1),1976(1),2534(1),2534(1),2534(1),2534(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Prathima IMS, Karimnagar",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2528(1),2528(1),2538(1),2538(1),2538(1),2538(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,SC-FEM,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL MEDICINE,-,-,-,-,940,2534(1),2534(1),2544(1),2544(1),2544(1),2544(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Kamineni IMS, Narketpally",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1708(1),1758(1),2550(1),2550(1),2550(1),2550(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Mahabubnagar",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",900,2267(1),2543(1),2554(1),2554(1),2554(1),2554(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"Kamineni (KAMSRC), Hyderabad",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,-,-,2555(1),2555(1),2555(1),2555(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Malla Reddy(Women), Hyderabad",ANAESTHESIOLOGY,-,-,-,-,1050,-,-,2556(1),2556(1),2556(1),2556(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,1324(1),1955(1),2580(1),2580(1),2580(1),2580(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"SVS Med Coll, Mehboobnagar",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,1983(1),1953(1),2596(1),2596(1),2596(1),2596(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,SC-GEN,Telangana,"Kamineni IMS, Narketpally",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1944(1),1944(1),2597(1),2597(1),2597(1),2597(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-FEM,Telangana,"Osmania Med Coll, Hyderabad",DO,"₹25,000*","₹58,289",1,"₹10,00,000",4800,2589(1),2589(1),2600(1),2600(1),2600(1),2600(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Malla Reddy(Women), Hyderabad",GENERAL MEDICINE,-,-,-,-,1050,2592(1),2592(1),2603(1),2603(1),2603(1),2603(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-GEN,Telangana,"Mediciti IMS, Ghanpur",OPHTHALMOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,1355(1),2064(1),2352(1),2605(1),2605(1),2605(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"Apollo IMSR, Hyderabad",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",570,2595(1),2595(1),2606(1),2606(1),2606(1),2606(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Gandhi Med Coll, Secunderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",1200,2190(1),2597(1),2608(1),2608(1),2608(1),2608(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Malla Reddy IMS, Hyderabad",OPHTHALMOLOGY,-,-,-,-,940,1738(1),1738(1),2617(1),2617(1),2617(1),2617(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-GEN,Telangana,"CAIMS, Karimnagar",ANAESTHESIOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,-,1864(1),2618(1),2618(1),2618(1),2618(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Prathima IMS, Karimnagar",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2615(1),2615(1),2626(1),2626(1),2626(1),2626(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,MIN-GEN-MSM,Telangana,"DCMS, Hyderabad",ANAESTHESIOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1400,2124(1),2566(1),2638(1),2638(1),2638(1),2638(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",OPHTHALMOLOGY,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,1292(1),1377(1),2182(1),2645(1),2645(1),2645(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"Kamineni IMS, Narketpally",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,2638(1),2649(1),2649(1),2649(1),2649(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,SC-FEM,Telangana,"Prathima IMS, Karimnagar",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2640(1),2640(1),2651(1),2651(1),2651(1),2651(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"SVS Med Coll, Mehboobnagar",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,-,2645(1),2656(1),2656(1),2656(1),2656(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"CAIMS, Karimnagar",PAEDIATRICS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,2647(1),2647(1),2658(1),2658(1),2658(1),2658(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"Mamata Med Coll, Khammam",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,2648(1),2648(1),2659(1),2659(1),2659(1),2659(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mamata Med Coll, Khammam",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,2038(1),2071(1),2674(1),2674(1),2674(1),2674(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Kakatiya Med Coll, Warangal",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",1150,2674(1),2674(1),2685(1),2685(1),2685(1),2685(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,BCC-GEN,Telangana,"Prathima IMS, Karimnagar",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2683(1),2683(1),2694(1),2694(1),2694(1),2694(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,2348(1),2271(1),2696(1),2696(1),2696(1),2696(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-FEM,Telangana,"Kamineni IMS, Narketpally",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1306(1),2196(1),2699(1),2699(1),2699(1),2699(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"SVS Med Coll, Mehboobnagar",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,2691(1),2691(1),2702(1),2702(1),2702(1),2702(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Govt Med Coll, Siddipet",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",780,1795(1),2342(1),2714(1),2714(1),2714(1),2714(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCC-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,2707(1),2707(1),2718(1),2718(1),2718(1),2718(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Malla Reddy IMS, Hyderabad",OPHTHALMOLOGY,-,-,-,-,940,-,-,2736(1),2736(1),2736(1),2736(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",EMERGENCY MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,2228(1),2734(1),2745(1),2745(1),2745(1),2745(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-GEN,Telangana,"NIMS, Hyderabad",HOSPITAL ADMINISTRATION,"₹72,000*","₹1,11,780",1,"₹50,00,000",1498,2224(1),2390(1),2747(1),2747(1),2747(1),2747(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"RVM IMSRC, Siddipet",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,2417(1),2417(1),2765(1),2765(1),2765(1),2765(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Mamata Med Coll, Khammam",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,2586(1),2759(1),2771(1),2771(1),2771(1),2771(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",RADIO DIAGNOSIS,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,2807(1),2807(1),2819(1),2819(1),2819(1),2819(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Mahavir Inst of MS, Vikarabad",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",700,2679(1),2754(1),2823(1),2823(1),2823(1),2823(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"Malla Reddy IMS, Hyderabad",ANAESTHESIOLOGY,-,-,-,-,940,2816(1),2816(1),2828(1),2828(1),2828(1),2828(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"Malla Reddy(Women), Hyderabad",ANAESTHESIOLOGY,-,-,-,-,1050,2827(1),2827(1),2840(1),2840(1),2840(1),2840(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",OBG,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,2295(1),2295(1),2842(1),2842(1),2842(1),2842(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL SURGERY,-,-,-,-,940,1372(2),1317(2),1618(2),2786(2),2852(2),2852(2),-,-,-,-,-,-,-
Tel Govt-NS UNR,BCA-GEN,Telangana,"MNR Med Coll, Sangareddy",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,2561(1),2607(1),2870(1),2870(1),2870(1),2870(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Mamata Med Coll, Khammam",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,2071(1),2082(1),2871(1),2871(1),2871(1),2871(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"Malla Reddy IMS, Hyderabad",ANAESTHESIOLOGY,-,-,-,-,940,2322(1),2322(1),2876(1),2876(1),2876(1),2876(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Apollo IMSR, Hyderabad",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",570,2869(1),2869(1),2883(1),2883(1),2883(1),2883(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,1599(1),2876(1),2890(1),2890(1),2890(1),2890(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kakatiya Med Coll, Warangal",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,2424(1),2747(1),2891(1),2891(1),2891(1),2891(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Kamineni IMS, Narketpally",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2703(1),2703(1),2894(1),2894(1),2894(1),2894(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,BCB-FEM,Telangana,"SVS Med Coll, Mehboobnagar",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,-,-,2896(1),2896(1),2896(1),2896(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,SC-FEM,Telangana,"Mamata Med Coll, Khammam",TBRD,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,2677(1),2883(1),2898(1),2898(1),2898(1),2898(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL SURGERY,-,-,-,-,940,2851(1),2887(2),2902(2),2902(2),2902(2),2902(2),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCC-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,2906(1),2906(1),2921(1),2921(1),2921(1),2921(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Prathima IMS, Karimnagar",DERMATOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2911(1),2911(1),2926(1),2926(1),2926(1),2926(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,BCB-GEN,Telangana,"Prathima IMS, Karimnagar",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1378(1),1556(1),2230(1),2929(1),2929(1),2929(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,"Shadan IMSRC, Peerancheru",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",800,2919(1),2919(1),2934(1),2934(1),2934(1),2934(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kamineni IMS, Narketpally",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2135(1),2230(1),2937(1),2937(1),2937(1),2937(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",TBRD,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,2277(1),2939(1),2939(1),2939(1),2939(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,SC-FEM,Telangana,"Mediciti IMS, Ghanpur",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,2942(1),2942(1),2957(1),2957(1),2957(1),2957(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Surabhi InstituteofMS,Siddipet",GENERAL MEDICINE,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",-,2110(1),2586(1),2976(1),2976(1),2976(1),2976(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"ESIC Med Coll,Sanath Nagar",PATHOLOGY,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,1825(1),2001(1),2983(2),2983(2),2983(2),2983(2),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Kamineni IMS, Narketpally",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2734(1),2811(1),3022(1),3022(1),3022(1),3022(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,3014(1),3014(1),3029(1),3029(1),3029(1),3029(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Gandhi Med Coll, Secunderabad",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,3021(1),3021(1),3037(1),3037(1),3037(1),3037(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Kamineni IMS, Narketpally",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,3033(1),3033(1),3049(1),3049(1),3049(1),3049(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"RVM IMSRC, Siddipet",ENT,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,-,-,3064(1),3064(1),3064(1),3064(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",RADIATION ONCOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,3066(1),2405(1),2414(1),2414(1),2414(1),2414(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Surabhi InstituteofMS,Siddipet",ORTHOPAEDICS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,3075(1),3075(1),3075(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-FEM,Telangana,"Kakatiya Med Coll, Warangal",SPM,"₹25,000*","₹58,289",1,"₹20,00,000",1150,3062(1),3062(1),3080(1),3080(1),3080(1),3080(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,ST-GEN,Telangana,"Mediciti IMS, Ghanpur",RADIO DIAGNOSIS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,3064(1),3064(1),3082(1),3082(1),3082(1),3082(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Kakatiya Med Coll, Warangal",OPHTHALMOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,2241(1),3073(1),3091(1),3091(1),3091(1),3091(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCC-GEN,Telangana,"NIMS, Hyderabad",PATHOLOGY,"₹72,000*","₹1,11,780",1,"₹50,00,000",1498,3077(1),3077(1),3095(1),3095(1),3095(1),3095(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Malla Reddy IMS, Hyderabad",ENT,-,-,-,-,940,3084(1),3084(1),3103(1),3103(1),3103(1),3103(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Malla Reddy IMS, Hyderabad",OPHTHALMOLOGY,-,-,-,-,940,2969(1),2969(1),3113(1),3113(1),3113(1),3113(1),-,-,-,-,-,-,-
Tel Govt-Serv UNR,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,3103(1),3103(1),3122(1),3122(1),3122(1),3122(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"Kamineni IMS, Narketpally",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,3109(1),3109(1),3129(1),3129(1),3129(1),3129(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"Malla Reddy(Women), Hyderabad",ORTHOPAEDICS,-,-,-,-,1050,-,3110(1),3130(1),3130(1),3130(1),3130(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"MNR Med Coll, Sangareddy",ENT,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,2459(1),2310(1),3133(1),3133(1),3133(1),3133(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kamineni (KAMSRC), Hyderabad",SPM,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",650,3116(1),3116(1),3136(1),3136(1),3136(1),3136(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Govt Med Coll, Nizamabad",ANAESTHESIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",500,2442(1),2442(1),3139(1),2724(1),2724(1),2724(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kamineni (KAMSRC), Hyderabad",PATHOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",650,3121(1),3121(1),3141(1),3141(1),3141(1),3141(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Osmania Med Coll, Hyderabad",ENT,"₹25,000*","₹58,289",1,"₹20,00,000",4800,2261(1),2936(1),3158(1),3158(1),3158(1),3158(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Rajiv Gandhi IMS, Adilabad",ANAESTHESIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,-,-,3179(1),3179(1),3179(1),3179(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,SC-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",OPHTHALMOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,2278(1),2878(1),3189(1),3189(1),3189(1),3189(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",PMR,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,3177(1),3177(1),3199(1),3199(1),3199(1),3199(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"RVM IMSRC, Siddipet",OBG,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,2829(1),2880(1),3210(1),3210(1),3210(1),3210(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL SURGERY,-,-,-,-,940,-,-,3213(1),3213(1),3213(1),3213(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Dr Patnam MRInstofMS,Chevella",ENT,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",-,3193(1),3193(1),3215(1),3215(1),3215(1),3215(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Kakatiya Med Coll, Warangal",ENT,"₹25,000*","₹58,289",1,"₹20,00,000",1150,2447(1),2802(1),3168(1),3221(1),3221(1),3221(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2544(1),2725(1),3233(1),3233(1),3233(1),3233(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"RVM IMSRC, Siddipet",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,2638(1),2796(1),3237(1),3237(1),3237(1),3237(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1200,3221(1),3221(1),3243(1),3243(1),3243(1),3243(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Kakatiya Med Coll, Warangal",PSYCHIATRY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,3226(1),3226(1),3248(1),3248(1),3248(1),3248(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL MEDICINE,-,-,-,-,940,-,3239(1),3261(1),3261(1),3261(1),3261(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2701(1),2708(1),3278(1),3278(1),3278(1),3278(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Malla Reddy(Women), Hyderabad",ANAESTHESIOLOGY,-,-,-,-,1050,3247(1),3269(1),3292(1),3292(1),3292(1),3292(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Prathima IMS, Karimnagar",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,3073(1),3274(1),3297(1),3297(1),3297(1),3297(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Malla Reddy IMS, Hyderabad",ANAESTHESIOLOGY,-,-,-,-,940,-,3276(1),3299(1),3299(1),3299(1),3299(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"RVM IMSRC, Siddipet",ORTHOPAEDICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,2961(1),2961(1),3316(1),3316(1),3316(1),3316(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-FEM,Telangana,"SVS Med Coll, Mehboobnagar",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,3060(1),3298(1),3321(1),3321(1),3321(1),3321(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"RVM IMSRC, Siddipet",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,-,-,3322(1),3322(1),3322(1),3322(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"NIMS, Hyderabad",MICROBIOLOGY,"₹72,000*","₹1,11,780",1,"₹50,00,000",1498,3321(1),3321(1),3344(1),3344(1),3344(1),3344(1),-,-,-,-,-,-,-
