Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
HAR Govt-All,BCA Service,Haryana,"ESIC Med Coll, Faridabad",GENERAL MEDICINE,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,1356(1),-,-,-,-
HAR Govt-Inst. Pref,IP-SC Service,Haryana,"ESIC Med Coll, Faridabad",GENERAL MEDICINE,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,1432(1),-,-,-,-
HAR Govt-Inst. Pref,IP-UR,Haryana,"SHKM, Nalhar",MICROBIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,1436(1),920(1),-,-,-
HAR Priv-Govt Quota,BCB,Haryana,"Adesh Med Coll, Shahabad",OBG,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,1456(1),-,-,-,-
Haryana Priv IP,IP-UR,Haryana,"NC Med Coll, Panipat",ORTHOPAEDICS,"₹14,02,000*","₹40,000",0,₹0,680,-,-,-,-,-,-,1485(1),774(1),-,-,-
HAR Govt-All,UR Service,Haryana,"ESIC Med Coll, Faridabad",GENERAL SURGERY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,1489(1),-,-,-,-
HAR Govt-Inst. Pref,IP-UR Service,Haryana,"Pt BD Sharma, Rohtak",ANAESTHESIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,543(1),-,-,-,-,-,1576(1),-,-,-,-
HAR Govt-All,EWS,Haryana,"BPS Govt Med Coll, Sonepat",FORENSIC MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,978(1),-,-,-,1630(1),-,-,-,-
Haryana DNB Serv,BCA,Haryana,"BPS Med Coll, Sonepat",DNBGENERAL MEDICINE,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,550,1343(1),806(1),573(1),-,-,-,1652(1),-,-,-,-
HAR Govt-All,SC Service,Haryana,"Pt BD Sharma, Rohtak",ORTHOPAEDICS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,1654(1),-,-,-,-
HAR Govt-Inst. Pref,IP-BCA Service,Haryana,"ESIC Med Coll, Faridabad",ORTHOPAEDICS,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,1665(1),-,-,-,-
Haryana DNB Serv,UR,Haryana,"General Hospital, Panchkula",DNBOBG,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,-,-,-,-,-,-,1688(1),-,-,-,-
HAR Govt-All,BCB Service,Haryana,"Pt BD Sharma, Rohtak",OPHTHALMOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,1704(1),-,-,-,-
HAR Govt-Inst. Pref,IP-SC Service,Haryana,"Pt BD Sharma, Rohtak",OBG,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,879(1),-,-,-,-,-,1764(1),-,-,-,-
HAR Govt-All,SC Service,Haryana,"ESIC Med Coll, Faridabad",PAEDIATRICS,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,1811(1),-,-,-,-
Haryana DNB Serv,UR,Haryana,"BPS Med Coll, Sonepat",DFAM(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,550,-,-,587(1),434(1),-,-,1843(1),956(1),-,-,-
HAR Govt-All,SC Service,Haryana,"Pt BD Sharma, Rohtak",GENERAL SURGERY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,1106(1),671(1),-,-,-,-,1861(1),-,-,-,-
HAR Priv-Govt Quota,SCD,Haryana,"SGGST Med Coll, Gurgaon",RADIO DIAGNOSIS,"₹45,00,000*","₹56,100",Info Not Available,Info not available,720,-,-,-,-,-,-,1933(1),-,-,-,-
Haryana Priv IP,IP-SC Service,Haryana,"Maharaja Agrasen, Agroha",ORTHOPAEDICS,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,1971(1),-,-,-,-
Haryana Priv NRI,NRI,Haryana,"Adesh Med Coll, Shahabad",GENERAL MEDICINE,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,2018(1),-,-,-,-
Haryana DNB Serv,UR,Haryana,"SHKM Gov Med Coll, Nuh",DNBORTHOPAEDICS,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,647,-,-,-,-,-,-,2031(1),-,-,-,-
HAR Govt-Inst. Pref,IP-UR,Haryana,"Pt BD Sharma, Rohtak",BIOCHEMISTRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2073(1),941(1),-,-,-
HAR Priv-Govt Quota,SC,Haryana,"NC Med Coll, Panipat",GENERAL SURGERY,"₹14,02,000*","₹40,000",0,₹0,680,-,-,-,-,-,-,2177(1),-,-,-,-
HAR Govt-All,BCA Service,Haryana,"Pt BD Sharma, Rohtak",GENERAL SURGERY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2199(1),-,-,-,-
Haryana DNB Serv,UR,Haryana,"Civil Hospital, Sec-10,Gurugram",DO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,200,-,-,-,-,-,-,2201(1),-,-,-,-
HAR Priv-Govt Quota,UR,Haryana,"Adesh Med Coll, Shahabad",MICROBIOLOGY,"₹5,52,000*","₹44,000",0,₹0,775,-,-,1145(1),-,-,-,2217(1),-,-,-,301(3)
HAR Priv-Govt Quota,UR Service,Haryana,"World College of MS&RC, Jhajjar",PSYCHIATRY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,2236(1),-,-,-,-
HAR Govt-All,UR,Haryana,"Kalpana Chawala Govt MC,Karnal",PHYSIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,497(1),831(1),-,-,2251(1),989(1),-,332(1),298(1)
HAR Govt-Inst. Pref,IP-BCB Service,Haryana,"Pt BD Sharma, Rohtak",OBG,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2268(1),-,-,-,-
HAR Govt-Inst. Pref,IP-UR Service,Haryana,"Pt BD Sharma, Rohtak",SPORTS MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2305(1),-,-,-,-
HAR Priv-Govt Quota,SCD,Haryana,"Maharaja Agrasen, Agroha",SPM,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,2319(1),-,-,-,-
HAR Priv-Minority,MINORITY,Haryana,"Al Falah SchooloffMS,Faridabad",ANAESTHESIOLOGY,"₹17,90,000*","₹55,000",0,₹0,-,1441(1),-,829(3),-,-,-,2324(3),997(3),-,-,-
HAR Govt-All,BCA,Haryana,"SHKM, Nalhar",ANATOMY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,2342(1),-,-,-,-
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",PHARMACOLOGY,"₹10,00,000*","₹56,100",Info Not Available,Info not available,720,-,-,1205(2),914(2),-,-,2390(1),-,-,513(1),291(2)
HAR Govt-All,SCD Service,Haryana,"Pt BD Sharma, Rohtak",DERMATOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2394(1),-,-,-,-
HAR Priv-Govt Quota,UR Service,Haryana,"Maharaja Agrasen, Agroha",MICROBIOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,2395(1),-,-,-,-
HAR Govt-Inst. Pref,IP-UR,Haryana,"BPS Govt Med Coll, Sonepat",ANATOMY,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,-,-,-,2417(1),-,-,518(1),-
HAR Priv-Govt Quota,SC,Haryana,"Maharaja Agrasen, Agroha",PHARMACOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,2439(1),-,-,-,-
Haryana Priv NRI,NRI,Haryana,"SGGST Med Coll, Gurgaon",PAEDIATRICS,"₹45,93,000*","₹56,100",Info Not Available,Info not available,720,1427(1),-,-,-,-,-,2444(1),1101(1),-,-,-
Haryana DNB Serv,BCA,Haryana,"General Hospital, Panchkula",DA(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,-,-,-,-,-,-,2459(1),-,-,-,-
HAR Govt-All,UR Service,Haryana,"Pt BD Sharma, Rohtak",SPM,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,1101(1),804(1),572(1),-,-,-,2472(1),-,-,-,-
HAR Govt-All,UR-PH,Haryana,"ESIC Med Coll, Faridabad",OBG,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,2580(1),-,-,-,-
HAR Priv-Mgmt,MNG,Haryana,"NC Med Coll, Panipat",MICROBIOLOGY,"₹5,52,000*","₹40,000",0,₹0,680,-,-,1317(2),870(2),1660(1),-,2586(1),-,-,-,-
HAR Govt-All,EWS,Haryana,"Pt BD Sharma, Rohtak",PHARMACOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2598(1),-,-,-,-
HAR Priv-Govt Quota,UR Service,Haryana,"Adesh Med Coll, Shahabad",ANAESTHESIOLOGY,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,2599(1),-,-,-,-
Haryana Priv NRI,NRI,Haryana,"World College of MS&RC, Jhajjar",EMERGENCY MEDICINE,"₹14,02,000*","₹56,100",0,₹0,-,-,-,882(1),-,-,-,2609(1),1125(1),-,-,-
HAR Priv-Govt Quota,UR Service,Haryana,"Adesh Med Coll, Shahabad",GENERAL SURGERY,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,2613(1),-,-,-,-
Haryana Priv NRI,NRI,Haryana,"Adesh Med Coll, Shahabad",OBG,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,2618(1),-,-,-,-
HAR Govt-All,SCD Service,Haryana,"Pt BD Sharma, Rohtak",GENERAL SURGERY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2627(1),-,-,-,-
HAR Priv-Govt Quota,UR Service,Haryana,"World College of MS&RC, Jhajjar",EMERGENCY MEDICINE,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,2654(1),-,-,-,-
Haryana Priv NRI,NRI,Haryana,"NC Med Coll, Panipat",GENERAL MEDICINE,"₹14,02,000*","₹40,000",0,₹0,680,-,-,-,-,-,-,2676(1),551(1),-,-,-
HAR Priv-Govt Quota,BCB,Haryana,"Adesh Med Coll, Shahabad",SPM,"₹5,52,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,2686(1),-,-,-,-
HAR Priv-Govt Quota,SCD,Haryana,"World College of MS&RC, Jhajjar",DERMATOLOGY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,2703(1),-,-,-,-
HAR Govt-All,BCB,Haryana,"SHKM, Nalhar",ANATOMY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,2715(1),1196(1),-,491(1),-
HAR Priv-Mgmt,MNG,Haryana,"Adesh Med Coll, Shahabad",SPM,"₹5,52,000*","₹44,000",0,₹0,775,882(1),-,1165(2),570(1),1195(1),-,2769(3),-,-,522(3),-
HAR Priv-Govt Quota,SC,Haryana,"World College of MS&RC, Jhajjar",ENT,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,2779(1),-,-,-,-
Haryana Priv IP,IP-BCB,Haryana,"Adesh Med Coll, Shahabad",PATHOLOGY,"₹5,52,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,2787(1),-,-,-,-
HAR Govt-All,SCD Service,Haryana,"Pt BD Sharma, Rohtak",PAEDIATRICS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2789(1),-,-,-,-
HAR Govt-All,BCB,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,17(1),18(1),-,-,-,-,-,-,-,-,-
HAR Govt-All,BCA,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,21(1),9(1),-,-,-,-,-,-,-,-,-
HAR Govt-All,UR,Haryana,"ESIC Med Coll, Faridabad",PAEDIATRICS,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,33(1),12(1),-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-UR,Haryana,"Pt BD Sharma, Rohtak",GENERAL SURGERY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,84(1),49(1),-,-,-,-,-,-,-,-,-
HAR Govt-All,BCA,Haryana,"ESIC Med Coll, Faridabad",GENERAL MEDICINE,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,88(1),37(1),-,-,-,-,-,-,-,-
HAR Priv-Mgmt,MNG,Haryana,"Al Falah SchooloffMS,Faridabad",BIOCHEMISTRY,"₹7,20,000*","₹55,000",0,₹0,-,-,-,-,-,-,92(1),-,-,-,-,-
HAR Govt-All,UR,Haryana,"Pt BD Sharma, Rohtak",ENT,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,96(1),73(1),94(1),41(1),-,-,-,-,-,-,-
HAR Govt-All,UR Service,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,126(1),-,-,-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-BCB,Haryana,"Pt BD Sharma, Rohtak",PAEDIATRICS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,143(1),79(1),-,-,-,-,-,-,-,-,-
HAR Govt-All,BCB,Haryana,"ESIC Med Coll, Faridabad",GENERAL SURGERY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,164(1),84(1),-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-UR,Haryana,"ESIC Med Coll, Faridabad",OPHTHALMOLOGY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,169(1),103(1),47(1),-,-,-,-,-,-,-,-
HAR Govt-All,BCA,Haryana,"ESIC Med Coll, Faridabad",GENERAL SURGERY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,192(1),-,-,-,-,-,-,-,-,-
HAR Govt-All,UR,Haryana,"ESIC Med Coll, Faridabad",ANAESTHESIOLOGY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,195(1),140(1),-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-UR Service,Haryana,"ESIC Med Coll, Faridabad",GENERAL SURGERY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,197(1),103(1),-,-,-,-,-,-,-,-
HAR Govt-All,SC,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,199(1),-,-,-,-,-,-,-,-,-,-
HAR Govt-All,BCB,Haryana,"Pt BD Sharma, Rohtak",ORTHOPAEDICS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,201(1),107(1),49(1),-,-,-,-,-,-,-,-
HAR Govt-All,BCB Service,Haryana,"ESIC Med Coll, Faridabad",PAEDIATRICS,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,223(1),121(1),-,-,-,-,-,-,-,-
HAR Govt-All,UR ESM,Haryana,"Pt BD Sharma, Rohtak",ANAESTHESIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,223(1),-,-,-,-,-,-,-,-
HAR Govt-All,UR,Haryana,"ESIC Med Coll, Faridabad",MICROBIOLOGY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,229(1),-,-,-,-,-,-,-
HAR Priv-Govt Quota,BCA,Haryana,"World College of MS&RC, Jhajjar",RADIO DIAGNOSIS,"₹14,02,000*","₹56,100",0,₹0,-,-,-,237(1),-,-,-,-,-,-,-,-
HAR Priv-Mgmt,MNG,Haryana,"Adesh Med Coll, Shahabad",GENERAL MEDICINE,"₹14,02,000*","₹44,000",0,₹0,775,238(2),168(2),87(2),-,-,-,-,-,-,-,-
Haryana Priv IP,IP-BCB,Haryana,"Maharaja Agrasen, Agroha",GENERAL SURGERY,"₹1,00,000*","₹95,594",0*,₹0*,550,240(1),-,57(1),-,-,-,-,-,-,-,-
HAR Priv-Govt Quota,BCB,Haryana,"Maharaja Agrasen, Agroha",ORTHOPAEDICS,"₹1,00,000*","₹95,594",0*,₹0*,550,254(1),133(1),75(1),-,-,-,-,-,-,-,-
HAR Govt-All,BCA,Haryana,"ESIC Med Coll, Faridabad",TBRD,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,262(1),128(1),64(1),-,-,-,-,-,-,-,-
HAR Govt-All,SC,Haryana,"Pt BD Sharma, Rohtak",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,301(1),-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-BCB,Haryana,"ESIC Med Coll, Faridabad",OBG,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,319(1),-,-,-,-,-,-,-,-
HAR Govt-All,UR Service,Haryana,"ESIC Med Coll, Faridabad",OBG,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,321(1),184(1),-,-,-,-,-,-,-,-
HAR Priv-Mgmt,MNG,Haryana,"NC Med Coll, Panipat",GENERAL MEDICINE,"₹14,02,000*","₹40,000",0,₹0,680,321(1),172(1),96(1),-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-SC,Haryana,"ESIC Med Coll, Faridabad",OBG,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,323(1),185(1),-,-,-,-,-,-,-,-
HAR Govt-All,UR,Haryana,"SHKM, Nalhar",FORENSIC MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,324(2),-,-,-,-,-,-,-
HAR Govt-All,UR,Haryana,"Pt BD Sharma, Rohtak",SPORTS MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,327(1),274(1),68(1),115(1),-,-,-,-,-,-,-
HAR Govt-All,BCB ESM,Haryana,"Pt BD Sharma, Rohtak",ANAESTHESIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,329(1),-,-,-,-,-,-,-,-
HAR Govt-All,UR,Haryana,"Kalpana Chawala Govt MC,Karnal",FORENSIC MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,348(1),-,-,-,-,-,-,-
HAR Govt-All,SCD Service,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,352(1),196(1),-,-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-UR Service,Haryana,"Pt BD Sharma, Rohtak",OBG,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,378(1),-,-,-,-,-,-,-,-,-,-
HAR Priv-Mgmt,MNG,Haryana,"World College of MS&RC, Jhajjar",TBRD,"₹14,02,000*","₹56,100",0,₹0,-,-,379(1),231(1),127(1),-,-,-,-,-,-,-
HAR Govt-All,BCA Service,Haryana,"ESIC Med Coll, Faridabad",RADIO DIAGNOSIS,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,382(1),-,-,-,-,-,-,-,-,-
Haryana DNB Serv,BCB,Haryana,"General Hospital, Panchkula",DNBRADIO DIAGNOSIS,-,-,-,-,300,388(1),242(1),-,-,-,-,-,-,-,-,-
Haryana DNB Serv,UR,Haryana,"General Hospital, Panipat",DGO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,Info Not Available,-,-,389(1),-,-,-,-,-,-,-,-
Haryana Priv IP,IP-UR Service,Haryana,"Maharaja Agrasen, Agroha",GENERAL SURGERY,"₹1,00,000*","₹95,594",0*,₹0*,550,353(1),395(1),244(1),-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-SCD,Haryana,"ESIC Med Coll, Faridabad",GENERAL MEDICINE,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,398(1),246(1),-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-SC,Haryana,"Pt BD Sharma, Rohtak",PSYCHIATRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,408(1),376(1),-,-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-SCD,Haryana,"Pt BD Sharma, Rohtak",OBG,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,431(1),-,-,-,-,-,-,-,-
HAR Priv-Govt Quota,BCB,Haryana,"Adesh Med Coll, Shahabad",DERMATOLOGY,"₹14,02,000*","₹44,000",0,₹0,775,439(1),-,-,-,-,-,-,-,-,-,-
HAR Govt-All,UR,Haryana,"BPS Govt Med Coll, Sonepat",PHARMACOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,445(1),-,-,-,-,-,-,-
Haryana DNB Serv,UR,Haryana,"Civil Hospital, Palwal, Haryana",DO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,-,-,-,-,451(1),-,-,-,-,-,-,-
HAR Govt-All,UR Service,Haryana,"Pt BD Sharma, Rohtak",RADIATION ONCOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,451(1),377(1),364(1),-,-,-,-,-,-,-,-
HAR Govt-All,SCD,Haryana,"Pt BD Sharma, Rohtak",GENERAL SURGERY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,453(1),262(1),-,-,-,-,-,-,-,-,-
Haryana DNB Serv,UR,Haryana,"District Civil Hospital,Rewari",DTBCD(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,-,-,-,465(1),341(1),-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-BCB,Haryana,"Pt BD Sharma, Rohtak",ANAESTHESIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,467(1),-,-,-,-,-,-,-,-,-,-
HAR Govt-All,SC,Haryana,"Pt BD Sharma, Rohtak",ORTHOPAEDICS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,469(1),272(1),-,-,-,-,-,-,-,-,-
HAR Priv-Govt Quota,BCB,Haryana,"Maharaja Agrasen, Agroha",ANAESTHESIOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,473(1),275(1),152(1),-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-UR,Haryana,"ESIC Med Coll, Faridabad",PMR,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,478(1),294(1),-,-,-,-,-,-,-,-
HAR Priv-Govt Quota,BCB ESM,Haryana,"World College of MS&RC, Jhajjar",RADIO DIAGNOSIS,"₹14,02,000*","₹56,100",0,₹0,-,-,-,479(1),-,-,-,-,-,-,-,-
Haryana Priv NRI,NRI,Haryana,"World College of MS&RC, Jhajjar",PSYCHIATRY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,487(1),-,-,-,-,-,-,-,-
HAR Govt-All,UR,Haryana,"BPS Govt Med Coll, Sonepat",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,213(1),487(1),-,-,-,-,-,-
HAR Govt-All,UR-PH,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,496(1),-,-,-,-,-,-,-,-
HAR Priv-Mgmt,MNG,Haryana,"NC Med Coll, Panipat",ORTHOPAEDICS,"₹14,02,000*","₹40,000",0,₹0,680,500(1),364(1),239(1),154(1),251(1),-,-,-,-,-,-
HAR Govt-All,UR Service,Haryana,"Pt BD Sharma, Rohtak",OPHTHALMOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,504(1),-,-,-,-,-,-,-,-,-,-
HAR Govt-All,SC,Haryana,"Pt BD Sharma, Rohtak",ANAESTHESIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,526(1),-,-,-,-,-,-,-,-,-,-
HAR Govt-All,SC Service,Haryana,"Pt BD Sharma, Rohtak",DERMATOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,527(1),-,-,-,-,-,-,-,-,-,-
Haryana DNB Serv,UR,Haryana,"General Hospital, Panchkula",DNBGENERAL SURGERY,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,537(1),320(1),182(1),-,-,-,-,-,-,-,-
Haryana DNB Serv,UR,Haryana,"Kalpana Chawla GMC Hosp,Karnal",DNBOBG,-,-,-,-,345,540(1),322(1),234(1),-,-,-,-,-,-,-,-
HAR Govt-All,UR,Haryana,"ESIC Med Coll, Faridabad",IHBT,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,161(1),542(1),-,-,-,-,-,-
HAR Govt-All,BCB Service,Haryana,"Pt BD Sharma, Rohtak",PSYCHIATRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,544(1),415(1),-,-,-,-,-,-,-,-,-
Haryana Priv IP,IP-UR,Haryana,"World College of MS&RC, Jhajjar",GENERAL MEDICINE,"₹14,02,000*","₹56,100",0,₹0,-,546(1),354(1),217(1),-,-,-,-,-,-,-,-
HAR Govt-All,BCB,Haryana,"SHKM, Nalhar",SPM,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,546(1),-,-,-,-,-,-,-,-
HAR Priv-Govt Quota,SC,Haryana,"Maharaja Agrasen, Agroha",ANAESTHESIOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,549(1),362(1),287(1),-,-,-,-,-,-,-,-
HAR Govt-All,BCB Service,Haryana,"Pt BD Sharma, Rohtak",OBG,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,419(1),551(1),-,-,-,-,-,-,-,-,-
HAR Priv-Govt Quota,SC,Haryana,"SGGST Med Coll, Gurgaon",GENERAL MEDICINE,"₹35,00,000*","₹56,100",Info Not Available,Info not available,720,-,-,553(1),-,-,-,-,-,-,-,-
HAR Govt-All,SC,Haryana,"SHKM, Nalhar",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,552(1),557(1),-,-,-,-,-,-,-,-
HAR Govt-Inst. Pref,IP-UR Service,Haryana,"Pt BD Sharma, Rohtak",PSYCHIATRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,558(1),330(1),190(1),-,-,-,-,-,-,-,-
HAR Priv-Govt Quota,UR,Haryana,"Adesh Med Coll, Shahabad",PAEDIATRICS,"₹14,02,000*","₹44,000",0,₹0,775,560(1),-,-,-,-,-,-,-,-,-,-
HAR Priv-Govt Quota,UR,Haryana,"Maharaja Agrasen, Agroha",FORENSIC MEDICINE,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,566(1),476(1),-,-,-,-,-,-,-
Haryana Priv IP,IP-UR,Haryana,"NC Med Coll, Panipat",OBG,"₹14,02,000*","₹40,000",0,₹0,680,581(1),345(1),207(1),-,-,-,-,-,-,-,-
HAR Priv-Govt Quota,SC,Haryana,"Maharaja Agrasen, Agroha",GENERAL SURGERY,"₹1,00,000*","₹95,594",0*,₹0*,550,597(1),355(1),263(1),-,-,-,-,-,-,-,-
