Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
UP-Govt Quota,ST,Uttar Pradesh,"KGMU, Lucknow",PHYSIOLOGY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,-,-,-,-,-,-,-,8864(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Heritage IMS, Varanasi",PATHOLOGY,"₹11,37,509*","₹21,000",0,₹0,735,-,4512(1),2877(5),1345(2),614(1),8045(4),8045(4),8890(6),8434(2),8751(1)
UP-Govt Quota,BC,Uttar Pradesh,"Govt Med Coll, Firozobad",FORENSIC MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",517,-,-,-,-,-,4128(1),6481(1),8893(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",FORENSIC MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",430,-,-,-,-,-,6310(1),7306(1),8905(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",ANATOMY,₹0*,"₹35,000",1*,₹0*,580,-,-,4633(2),-,1206(1),-,-,9004(1),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",RADIO DIAGNOSIS,"₹14,43,744*","₹30,000*",2*,₹0*,938,-,-,-,-,-,7888(2),7888(5),9008(7),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Auton. State Med Coll, Ayodhya",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,5854(1),7809(1),9023(1),9708(1),-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",DERMATOLOGY,"₹14,43,744*","₹30,000*",2*,₹0*,938,-,-,-,-,-,-,5507(1),9043(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Varun Arjun, Shahjahanpur",SPM,"₹4,00,000*",₹0,0,₹0,770,-,-,3784(3),-,-,-,-,9060(1),-,10720(2)
UP Priv-Open Quota,UR,Uttar Pradesh,"Rajshree MRI, Bareilly",PATHOLOGY,"₹8,00,000*","₹32,000",1*,₹0*,740,-,-,2857(4),1308(1),-,7410(1),7744(1),9065(4),9293(3),-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Bahraich",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,7102(1),-,9068(1),10139(1),-
UP-Govt Quota,UR-PH,Uttar Pradesh,"MLN Med Coll, Allahabad",ORTHOPAEDICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,-,-,9082(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rajshree MRI, Bareilly",PHARMACOLOGY,"₹11,000*","₹32,000",1*,₹0*,740,-,-,4522(4),1866(1),-,-,-,9095(1),-,10485(1)
UP-Govt Quota,SC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,-,-,2693(1),-,-,7871(1),7862(1),9108(1),10065(1),-
UP-Govt Quota,ST,Uttar Pradesh,"UP Univ of Med Sci, Etawah",SPM,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,-,-,-,-,-,-,-,9109(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"S N Med Coll, Agra",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,-,-,1489(1),1271(1),-,-,-,9126(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"FH Med Coll, Agra",PATHOLOGY,"₹12,50,000*","₹45,000",0,₹0,932,-,-,2773(2),-,-,6388(2),-,9128(3),9237(1),-
UP-Govt Quota,EW,Uttar Pradesh,"BRD Med Coll, Gorakhpur",PHARMACOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,-,-,1930(1),-,-,6000(1),-,9152(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SMSR, Greater Noida",BIOCHEMISTRY,"₹9,77,116*","₹32,000",0,₹0,1200,-,-,4206(1),-,-,-,-,9155(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",PATHOLOGY,"₹11,00,000*","₹24,000*",1,"₹2,50,000",720,-,-,2755(9),1280(3),-,7760(5),7485(2),9164(9),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Varun Arjun, Shahjahanpur",MICROBIOLOGY,"₹4,00,000*",₹0,0,₹0,770,-,-,4396(2),1926(1),-,-,-,9167(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,Muzaffarnagar Medical College,PATHOLOGY,"₹12,50,889*","₹56,100*",1*,₹0*,857,4554(1),4968(1),2481(9),1382(4),576(1),8018(7),7789(2),9189(10),8056(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Mayo IMS, Barabanki",PATHOLOGY,"₹10,93,571*","₹14,000*",0*,₹0*,736,-,-,2978(4),1403(2),773(1),-,-,9190(4),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"United InstofMed Sci,Allahabad",PATHOLOGY,"₹11,96,543*",Info not available,0,₹0,-,-,-,2917(4),-,-,-,-,9213(4),9375(2),-
UP-Govt Quota,BC,Uttar Pradesh,"KGMU, Lucknow",ANATOMY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,-,-,3103(2),1910(2),870(1),7985(3),7985(2),9218(3),9927(1),-
UP-Govt Quota,BC,Uttar Pradesh,"Auton. State Med Coll, Ayodhya",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,7975(1),-,9292(1),9863(1),9974(1)
UP-Govt Quota,UR,Uttar Pradesh,"LLRM Med Coll, Meerut",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,-,-,2211(1),1386(1),-,7601(1),6771(1),9308(1),-,-
UP-Govt Quota,ST,Uttar Pradesh,"S N Med Coll, Agra",DORTHO,"₹40,000","₹1,00,980*",2*,"₹20,00,000*",976,-,-,-,-,-,7508(1),7508(1),9309(1),9893(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Venkateshwara IMS, Gajraula",PATHOLOGY,"₹12,02,199*","₹36,000",0,₹0,750,-,-,3165(6),1460(3),-,-,-,9343(6),9352(2),-
UP-Govt Quota,SC,Uttar Pradesh,"Govt Med Coll, Firozobad",BIOCHEMISTRY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",517,-,-,-,-,-,7772(1),-,9344(1),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",ANAESTHESIOLOGY,"₹19,80,000*","₹69,600",0,₹0,1000,-,4649(1),4080(5),1533(1),-,7454(3),7792(2),9355(5),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",PHYSIOLOGY,₹0*,"₹30,000*",2*,Info not available*,938,-,-,4589(2),2146(1),-,-,-,9386(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"National Captl Reg IMS, Meerut",SPM,"₹8,80,186*","₹56,100",0,₹0,680,-,-,3898(4),1611(1),-,-,-,9394(2),10244(3),-
UP-Govt Quota,SC,Uttar Pradesh,"Govt Med Coll, Bahraich",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,7892(1),-,9488(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SMSR, Greater Noida",SPM,"₹9,77,116*","₹32,000",0,₹0,1200,-,-,2775(2),1593(2),-,-,-,9491(1),8039(1),-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,-,-,-,7608(1),-,9496(2),9490(1),-
UP Priv-Min. Quota,UR,Uttar Pradesh,"IIMSR, Lucknow",PATHOLOGY,"₹12,00,000*","₹40,800",0,₹0,540,-,-,3154(3),1542(1),-,7021(1),7021(1),9506(2),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",460,-,-,-,-,-,-,-,9516(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SMSR, Greater Noida",MICROBIOLOGY,"₹9,77,116*","₹32,000",0,₹0,1200,-,-,3861(2),1550(1),-,-,-,9536(2),9887(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",PATHOLOGY,"₹11,96,543*","₹15,000*",0,₹0,700,-,-,3134(6),1475(4),809(2),7700(1),-,9549(6),8857(1),9442(1)
UP Priv-Open Quota,UR,Uttar Pradesh,Muzaffarnagar Medical College,PHARMACOLOGY,"₹8,93,521*","₹56,100*",1*,₹0*,857,-,-,4250(3),1784(1),736(1),-,-,9571(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt IMS, Kasna",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,-,-,-,6771(1),-,9579(2),8358(1),10045(1)
UP-Govt Quota,BC,Uttar Pradesh,"Govt Med Coll, Firozobad",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",517,-,-,-,-,-,-,-,9619(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",SPM,"₹1,00,000*","₹24,000*",0,₹0,720,-,-,3641(6),1541(2),-,-,-,9627(3),-,10622(4)
UP-Govt Quota,BC,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,-,-,-,8008(1),8008(1),9639(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Dr RML IMS, Lucknow",ANATOMY,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,7752(1),-,9646(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",FORENSIC MEDICINE,₹0*,"₹35,000",1*,₹0*,580,-,-,3633(2),-,-,-,-,9648(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",SPM,₹0*,"₹30,000*",2*,Info not available*,938,-,-,3126(3),-,-,-,-,9649(3),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",ORTHOPAEDICS,"₹14,43,744*","₹30,000*",2*,₹0*,938,-,-,-,-,-,7655(3),-,9655(3),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Varun Arjun, Shahjahanpur",PATHOLOGY,"₹12,02,199*",₹0,0,₹0,770,-,-,3123(10),-,-,-,-,9674(10),9716(3),-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",OBG,"₹14,43,744*","₹30,000*",2*,₹0*,938,-,-,-,-,-,-,-,9679(3),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",FORENSIC MEDICINE,"₹10,000*",Info not available*,0,₹0,1000,-,-,3917(2),1664(1),1166(1),-,7577(1),9713(2),10128(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",SPM,"₹10,000*",Info not available*,0,₹0,1000,-,-,2951(2),-,653(1),7351(1),-,9717(3),9452(1),10471(1)
UP-Govt Quota,UR,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",430,-,-,2230(1),1217(1),-,-,-,9725(1),9721(1),-
UP-Govt Quota,UR,Uttar Pradesh,"Auton. State Med Coll, Ayodhya",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,6704(1),-,9730(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"MLN Med Coll, Allahabad",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,2024(1),-,1621(1),-,-,-,-,9732(2),8611(1),-
UP-Govt Quota,SC,Uttar Pradesh,"Govt Med Coll, Kannauj",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",470,-,-,-,-,-,-,-,9734(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Kannauj",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",470,-,-,-,-,-,-,-,9750(1),8733(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rama Med Coll, Kanpur",MICROBIOLOGY,"₹40,000*","₹30,000",0,₹0,730,-,-,4300(3),-,-,-,-,9775(2),-,10577(1)
UP Priv-Min. Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",OPHTHALMOLOGY,"₹14,43,744*","₹30,000*",2*,₹0*,938,-,-,-,-,-,-,-,9780(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Firozobad",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",517,-,-,-,-,-,-,-,9808(1),-,9830(1)
UP Priv-Min. Quota,UR,Uttar Pradesh,"FH Med Coll, Agra",PATHOLOGY,"₹12,50,000*","₹45,000",0,₹0,932,-,-,3303(2),-,-,-,-,9829(1),9147(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",SPM,"₹1,00,000*",Info not available*,0,₹0,600,-,-,3465(2),-,-,-,-,9870(3),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",SPM,"₹6,00,000*",₹0*,0,₹0,850,-,-,2061(1),-,-,-,-,9882(2),9960(1),-
UP-Govt Quota,UR,Uttar Pradesh,"Auton. State Med Coll, Jaunpur",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",394,-,-,-,-,-,6506(1),-,9911(2),10168(1),10393(1)
UP Priv-Min. Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",SPM,"₹1,00,000*",Info not available*,0,₹0,600,-,-,4139(2),-,-,5622(1),-,9920(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",SPM,"₹6,00,000*","₹35,000",1*,₹0*,580,-,-,3634(2),-,-,4460(1),-,9925(2),9160(1),-
UP-Govt Quota,EW,Uttar Pradesh,"KGMU, Lucknow",PHARMACOLOGY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,-,-,3734(2),1437(1),-,-,-,9926(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"TS Misra Med Coll, Lucknow",MICROBIOLOGY,₹0*,"₹10,000",0,₹0,735,-,-,4280(2),-,-,-,-,9929(2),-,-
UP-Govt Quota,SC,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",460,-,-,-,-,-,-,-,9932(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",MICROBIOLOGY,₹0*,"₹30,000*",2*,Info not available*,938,-,-,3413(3),-,-,-,-,9944(3),9841(1),10737(1)
UP Priv-Min. Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",GENERAL SURGERY,"₹14,43,744*","₹30,000*",2*,₹0*,938,-,-,-,-,-,-,-,9956(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"TS Misra Med Coll, Lucknow",PHARMACOLOGY,₹0*,"₹10,000",0,₹0,735,-,-,4336(2),-,-,-,-,9962(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"MLN Med Coll, Allahabad",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,-,-,3175(1),-,-,-,-,9973(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",460,-,-,-,-,-,-,-,9982(1),-,-
UP-Govt Quota,UR-PH,Uttar Pradesh,"MLN Med Coll, Allahabad",GENERAL SURGERY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,-,-,9995(1),-,-
UP-Govt Quota,EW,Uttar Pradesh,"Dr RML IMS, Lucknow",PHARMACOLOGY,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,4363(1),5312(1),9997(1),8560(1),-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",PATHOLOGY,"₹8,00,000*","₹40,000",0,₹0,600,-,-,2573(1),1408(1),-,-,-,9998(3),9590(1),-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",GENERAL MEDICINE,"₹14,43,744*","₹30,000*",2*,₹0*,938,-,-,-,-,-,-,-,10001(4),-,-
UP-Govt Quota,EW,Uttar Pradesh,"GSVM Med Coll, Kanpur",PHARMACOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,-,-,-,-,-,5312(1),6000(1),10004(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"LLRM Med Coll, Meerut",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,-,-,-,-,-,-,-,10008(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",MICROBIOLOGY,"₹1,00,000*",Info not available*,0,₹0,600,-,-,4395(2),-,-,-,-,10028(1),-,10752(3)
UP-Govt Quota,UR-PH,Uttar Pradesh,"LLRM Med Coll, Meerut",GENERAL MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,-,-,-,-,-,7924(1),-,10033(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"FH Med Coll, Agra",SPM,"₹10,000*","₹45,000",0,₹0,932,-,-,3812(2),1510(1),-,-,-,10036(3),-,9961(1)
UP-Govt Quota,UR,Uttar Pradesh,"UP Univ of Med Sci, Etawah",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,-,-,2695(3),1402(2),1025(2),7983(2),-,10045(3),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"TS Misra Med Coll, Lucknow",SPM,₹0*,"₹10,000",0,₹0,735,-,-,3481(3),1491(1),-,-,-,10061(3),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",PHARMACOLOGY,₹0*,"₹35,000",1*,₹0*,580,-,-,4261(4),1850(1),-,-,-,10063(1),-,10552(3)
UP Priv-Min. Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",PSYCHIATRY,"₹14,43,744*","₹30,000*",2*,₹0*,938,-,-,-,-,-,-,-,10069(3),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",MICROBIOLOGY,"₹1,00,000*","₹24,000*",0,₹0,720,-,-,3986(2),1804(1),-,-,-,10072(1),-,10749(1)
UP Priv-Open Quota,UR,Uttar Pradesh,"Heritage IMS, Varanasi",PHARMACOLOGY,"₹5,00,000*","₹21,000",0,₹0,735,-,-,4452(2),1921(1),1172(1),-,-,10091(1),-,-
UP-Govt Quota,ST,Uttar Pradesh,"KGMU, Lucknow",PHARMACOLOGY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,4189(1),4551(1),-,-,-,-,-,10099(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,2814(1),1441(1),-,-,-,10105(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SMSR, Greater Noida",PHARMACOLOGY,"₹9,77,116*","₹32,000",0,₹0,1200,-,-,3613(2),-,-,-,-,10109(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rajshree MRI, Bareilly",SPM,"₹11,000*","₹32,000",1*,₹0*,740,-,-,3654(3),-,-,-,-,10117(2),9910(1),-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",PAEDIATRICS,"₹14,43,744*","₹30,000*",2*,₹0*,938,-,-,-,-,-,5398(1),-,10118(3),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rajshree MRI, Bareilly",MICROBIOLOGY,"₹11,000*","₹32,000",1*,₹0*,740,-,-,4116(3),-,-,-,-,10129(1),-,10795(2)
UP-Govt Quota,SC,Uttar Pradesh,"KGMU, Lucknow",ANATOMY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,-,-,-,-,-,7467(1),-,10134(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"S N Med Coll, Agra",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,-,-,-,-,-,4476(1),-,10135(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",430,-,-,1634(1),-,-,-,-,10143(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"BRD Med Coll, Gorakhpur",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,-,-,2021(2),1316(1),-,-,-,10145(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SRMS IMS, Bareilly",MICROBIOLOGY,"₹36,000*","₹32,000*",1*,₹0*,950,-,-,4096(3),-,-,7142(1),7142(1),10146(3),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",PATHOLOGY,"₹11,70,000*","₹69,600",0,₹0,1000,-,-,4499(3),-,-,-,-,10155(4),-,-
UP-Govt Quota,SC-PH,Uttar Pradesh,"LLRM Med Coll, Meerut",GENERAL MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,-,-,-,-,-,-,-,10157(1),-,-
UP Priv-Min. Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",ANAESTHESIOLOGY,"₹14,43,744*","₹30,000*",2*,₹0*,938,-,-,-,-,-,-,-,10169(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Govt Med Coll, Kannauj",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",470,-,-,-,-,-,-,-,10170(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",ANATOMY,"₹1,00,000*",Info not available*,0,₹0,600,-,-,4541(1),-,1196(1),-,-,10194(1),-,10596(1)
UP Priv-Open Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",PHARMACOLOGY,"₹1,00,000*",Info not available*,0,₹0,600,-,-,3133(1),-,-,-,-,10207(2),-,10547(1)
UP-Govt Quota,ST,Uttar Pradesh,"S N Med Coll, Agra",FORENSIC MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,-,-,-,-,-,-,-,10210(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",MICROBIOLOGY,"₹6,00,000*","₹35,000",1*,₹0*,580,-,-,4462(4),-,-,-,-,10225(3),-,10186(1)
UP-Govt Quota,BC,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,-,-,3933(1),1915(1),-,-,-,10227(1),-,-
UP-Govt Quota,ST,Uttar Pradesh,"GSVM Med Coll, Kanpur",PHYSIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,-,-,-,-,-,-,-,10234(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,-,-,3955(1),1844(1),1122(1),-,-,10236(1),9640(1),-
UP-Govt Quota,SC,Uttar Pradesh,"Govt Med Coll, Azamgarh",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",550,-,-,3885(1),-,-,-,-,10239(1),-,-
UP-Govt Quota,SC-PH,Uttar Pradesh,"MLB Med Coll, Jhansi",TBRD,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",700,-,-,-,-,-,-,-,10240(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,-,-,3793(2),-,-,-,-,10245(2),-,-
UP-Govt Quota,SC,Uttar Pradesh,"Govt Med Coll, Bahraich",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,-,-,10246(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,-,-,3609(1),1999(1),-,-,-,10250(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",PHYSIOLOGY,₹0*,"₹35,000",1*,₹0*,580,-,-,4471(2),2075(1),-,-,-,10252(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SRMS IMS, Bareilly",FORENSIC MEDICINE,"₹36,000*","₹32,000*",1*,₹0*,950,-,-,3604(3),927(2),866(2),-,-,10253(3),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Auton. State Med Coll, Deoria",ANATOMY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",340,-,-,-,-,-,-,7934(1),10254(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"IIMSR, Lucknow",SPM,"₹6,00,000*",Info not available*,0,₹0,540,-,-,3723(2),1488(1),-,-,-,10258(2),-,10649(3)
UP Priv-Open Quota,UR,Uttar Pradesh,"Rama Med Coll, Kanpur",SPM,"₹40,000*","₹30,000",0,₹0,730,-,-,3580(6),1719(3),-,-,-,10259(4),-,10658(4)
UP Priv-Min. Quota,UR,Uttar Pradesh,"FH Med Coll, Agra",SPM,"₹10,000*","₹45,000",0,₹0,932,-,-,4036(2),-,-,-,-,10260(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Career Instt of MS, Lucknow",PHYSIOLOGY,"₹1,00,000*",Info not available*,0,₹0,600,-,-,-,2003(1),-,-,-,10262(1),-,-
UP-DNB InS,BC Service,Uttar Pradesh,"ShriShivPrasadDistHos,Varanasi",DCH(NBEMS),"₹1,25,000","₹70,000",0*,₹0*,316,-,-,-,-,-,50(1),50(1),-,-,-
UP-DNB InS,BC Service,Uttar Pradesh,"Govt Med Coll, Kannauj, UP",DCH(NBEMS),"₹1,25,000","₹80,000*",0*,₹0*,470,-,-,-,-,-,105(1),-,-,-,-
UP-Govt Quota,EW,Uttar Pradesh,"KGMU, Lucknow",ORTHOPAEDICS,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,-,-,100(1),-,-,338(1),439(1),-,-,-
UP-Govt Quota,BC,Uttar Pradesh,"S N Med Coll, Agra",PSYCHIATRY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,663(1),837(1),-,-,-,606(1),891(1),-,-,-
UP-Govt Quota,SC,Uttar Pradesh,"MLB Med Coll, Jhansi",TBRD,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",700,1246(1),1514(1),-,-,-,-,-,-,3508(1),-
UP-Govt Quota,SC-PH,Uttar Pradesh,"S N Med Coll, Agra",OBG,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,-,-,-,-,-,5073(1),-,-,-,-
